세미콘라이트(214310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-15,2155,2167,2070,2082,1568572,78477.0,45626000.0
2017-03-16,2088,2094,1991,2004,2059128,75511.0,45626000.0
2017-03-17,2027,2076,1997,2004,1817930,75511.0,45626000.0
2017-03-20,2003,2027,1943,1973,806606,74370.0,45626000.0
2017-03-21,1985,2015,1937,1949,1321226,73458.0,45626000.0
2017-03-22,1955,1985,1894,1973,1663952,74370.0,45626000.0
2017-03-23,1925,1979,1888,1931,1504486,72773.0,45626000.0
2017-03-24,1816,1828,1531,1544,12371256,58173.0,45626000.0
2017-03-27,1464,1555,1319,1386,11223246,52242.0,45626000.0
2017-03-28,1392,1513,1392,1501,8030724,56576.0,45626000.0
2017-03-29,1537,1610,1446,1580,5132450,59542.0,45626000.0
2017-03-30,0,0,0,1580,0,59542.0,45626000.0
2017-03-31,0,0,0,1580,0,,
2017-04-03,0,0,0,1580,0,,
2017-04-04,0,0,0,1580,0,,
2017-04-05,0,0,0,1580,0,,
2017-04-06,0,0,0,1580,0,,
2017-04-07,0,0,0,1580,0,,
2017-04-10,0,0,0,1580,0,,
2017-04-11,0,0,0,1580,0,,
2017-04-12,0,0,0,1580,0,,
2017-04-13,0,0,0,1580,0,,
2017-04-14,0,0,0,1580,0,,
2017-04-17,0,0,0,1580,0,,
2017-04-18,0,0,0,1580,0,,
2017-04-19,0,0,0,1580,0,,
2017-04-20,0,0,0,1580,0,,
2017-04-21,0,0,0,1580,0,,
2017-04-24,0,0,0,1580,0,,
2017-04-25,0,0,0,1580,0,,
2017-04-26,0,0,0,1580,0,,
2017-04-27,0,0,0,1580,0,,
2017-04-28,0,0,0,1580,0,,
2017-05-02,0,0,0,1580,0,,
2017-05-04,0,0,0,1580,0,,
2017-05-08,0,0,0,1580,0,,
2017-05-10,0,0,0,1580,0,,
2017-05-11,0,0,0,1580,0,,
2017-05-12,0,0,0,1580,0,,
2017-05-15,0,0,0,1580,0,,
2017-05-16,0,0,0,1580,0,,
2017-05-17,0,0,0,1580,0,,
2017-05-18,0,0,0,1580,0,,
2017-05-19,0,0,0,1580,0,,
2017-05-22,0,0,0,1580,0,,
2017-05-23,0,0,0,1580,0,,
2017-05-24,0,0,0,1580,0,,
2017-05-25,0,0,0,1580,0,,
2017-05-26,0,0,0,1580,0,,
2017-05-29,0,0,0,1580,0,,
2017-05-30,0,0,0,1580,0,,
2017-05-31,0,0,0,1580,0,,
2017-06-01,0,0,0,1580,0,,
2017-06-02,0,0,0,1580,0,,
2017-06-05,0,0,0,1580,0,,
2017-06-07,0,0,0,1580,0,,
2017-06-08,0,0,0,1580,0,,
2017-06-09,0,0,0,1580,0,,
2017-06-12,0,0,0,1580,0,,
2017-06-13,0,0,0,1580,0,,
2017-06-14,0,0,0,1580,0,,
2017-06-15,0,0,0,1580,0,,
2017-06-16,0,0,0,1580,0,,
2017-06-19,0,0,0,1580,0,,
2017-06-20,0,0,0,1580,0,,
2017-06-21,0,0,0,1580,0,,
2017-06-22,0,0,0,1580,0,,
2017-06-23,0,0,0,1580,0,,
2017-06-26,0,0,0,1580,0,,
2017-06-27,0,0,0,1580,0,,
2017-06-28,0,0,0,1580,0,,
2017-06-29,0,0,0,1580,0,,
2017-06-30,0,0,0,1580,0,,
2017-07-03,0,0,0,1580,0,,
2017-07-04,0,0,0,1580,0,,
2017-07-05,0,0,0,1580,0,,
2017-07-06,0,0,0,1580,0,,
2017-07-07,0,0,0,1580,0,,
2017-07-10,0,0,0,1580,0,,
2017-07-11,0,0,0,1580,0,,
2017-07-12,0,0,0,1580,0,,
2017-07-13,0,0,0,1580,0,,
2017-07-14,0,0,0,1580,0,,
2017-07-17,0,0,0,1580,0,,
2017-07-18,0,0,0,1580,0,,
2017-07-19,0,0,0,1580,0,,
2017-07-20,0,0,0,1580,0,,
2017-07-21,0,0,0,1580,0,,
2017-07-24,0,0,0,1580,0,,
2017-07-25,0,0,0,1580,0,,
2017-07-26,0,0,0,1580,0,,
2017-07-27,0,0,0,1580,0,,
2017-07-28,0,0,0,1580,0,,
2017-07-31,0,0,0,1580,0,,
2017-08-01,0,0,0,1580,0,,
2017-08-02,0,0,0,1580,0,,
2017-08-03,0,0,0,1580,0,,
2017-08-04,0,0,0,1580,0,,
2017-08-07,0,0,0,1580,0,,
2017-08-08,0,0,0,1580,0,,
2017-08-09,0,0,0,1580,0,,
2017-08-10,0,0,0,1580,0,,
2017-08-11,0,0,0,1580,0,,
2017-08-14,0,0,0,1580,0,,
2017-08-16,0,0,0,1580,0,,
2017-08-17,0,0,0,1580,0,,
2017-08-18,0,0,0,1580,0,,
2017-08-21,0,0,0,1580,0,,
2017-08-22,0,0,0,1580,0,,
2017-08-23,0,0,0,1580,0,,
2017-08-24,0,0,0,1580,0,,
2017-08-25,0,0,0,1580,0,,
2017-08-28,0,0,0,1580,0,,
2017-08-29,0,0,0,1580,0,,
2017-08-30,0,0,0,1580,0,,
2017-08-31,0,0,0,1580,0,,
2017-09-01,0,0,0,1580,0,,
2017-09-04,0,0,0,1580,0,,
2017-09-05,0,0,0,1580,0,,
2017-09-06,0,0,0,1580,0,,
2017-09-07,0,0,0,1580,0,,
2017-09-08,0,0,0,1580,0,,
2017-09-11,0,0,0,1580,0,,
2017-09-12,0,0,0,1580,0,,
2017-09-13,0,0,0,1580,0,,
2017-09-14,0,0,0,1580,0,,
2017-09-15,0,0,0,1580,0,,
2017-09-18,0,0,0,1580,0,,
2017-09-19,0,0,0,1580,0,,
2017-09-20,0,0,0,1580,0,,
2017-09-21,0,0,0,1580,0,,
2017-09-22,0,0,0,1580,0,,
2017-09-25,0,0,0,1580,0,,
2017-09-26,0,0,0,1580,0,,
2017-09-27,0,0,0,1580,0,,
2017-09-28,0,0,0,1580,0,,
2017-09-29,0,0,0,1580,0,,
2017-10-10,0,0,0,1580,0,,
2017-10-11,0,0,0,1580,0,,
2017-10-12,0,0,0,1580,0,,
2017-10-13,0,0,0,1580,0,,
2017-10-16,0,0,0,1580,0,,
2017-10-17,0,0,0,1580,0,,
2017-10-18,0,0,0,1580,0,,
2017-10-19,0,0,0,1580,0,,
2017-10-20,0,0,0,1580,0,,
2017-10-23,0,0,0,1580,0,,
2017-10-24,0,0,0,1580,0,,
2017-10-25,0,0,0,1580,0,,
2017-10-26,0,0,0,1580,0,,
2017-10-27,0,0,0,1580,0,,
2017-10-30,0,0,0,1580,0,,
2017-10-31,0,0,0,1580,0,,
2017-11-01,0,0,0,1580,0,,
2017-11-02,0,0,0,1580,0,,
2017-11-03,0,0,0,1580,0,,
2017-11-06,0,0,0,1580,0,,
2017-11-07,0,0,0,1580,0,,
2017-11-08,0,0,0,1580,0,,
2017-11-09,0,0,0,1580,0,,
2017-11-10,0,0,0,1580,0,,
2017-11-13,0,0,0,1580,0,,
2017-11-14,0,0,0,1580,0,,
2017-11-15,0,0,0,1580,0,,
2017-11-16,0,0,0,1580,0,,
2017-11-17,0,0,0,1580,0,,
2017-11-20,0,0,0,1580,0,,
2017-11-21,0,0,0,1580,0,,
2017-11-22,0,0,0,1580,0,,
2017-11-23,0,0,0,1580,0,,
2017-11-24,0,0,0,1580,0,,
2017-11-27,0,0,0,1580,0,,
2017-11-28,0,0,0,1580,0,,
2017-11-29,0,0,0,1580,0,,
2017-11-30,0,0,0,1580,0,,
2017-12-01,0,0,0,1580,0,,
2017-12-04,0,0,0,1580,0,,
2017-12-05,0,0,0,1580,0,,
2017-12-06,0,0,0,1580,0,,
2017-12-07,0,0,0,1580,0,,
2017-12-08,0,0,0,1580,0,,
2017-12-11,0,0,0,1580,0,,
2017-12-12,0,0,0,1580,0,,
2017-12-13,0,0,0,1580,0,,
2017-12-14,0,0,0,1580,0,,
2017-12-15,0,0,0,1580,0,,
2017-12-18,0,0,0,1580,0,,
2017-12-19,0,0,0,1580,0,,
2017-12-20,0,0,0,1580,0,,
2017-12-21,0,0,0,1580,0,,
2017-12-22,0,0,0,1580,0,,
2017-12-26,0,0,0,1580,0,,
2017-12-27,0,0,0,1580,0,,
2017-12-28,0,0,0,1580,0,,
2018-01-02,0,0,0,1580,0,,
2018-01-03,0,0,0,1580,0,,
2018-01-04,0,0,0,1580,0,,
2018-01-05,0,0,0,1580,0,,
2018-01-08,0,0,0,1580,0,,
2018-01-09,0,0,0,1580,0,,
2018-01-10,0,0,0,1580,0,,
2018-01-11,0,0,0,1580,0,,
2018-01-12,0,0,0,1580,0,,
2018-01-15,0,0,0,1580,0,,
2018-01-16,0,0,0,1580,0,,
2018-01-17,0,0,0,1580,0,,
2018-01-18,0,0,0,1580,0,,
2018-01-19,0,0,0,1580,0,,
2018-01-22,0,0,0,1580,0,,
2018-01-23,0,0,0,1580,0,,
2018-01-24,0,0,0,1580,0,,
2018-01-25,0,0,0,1580,0,,
2018-01-26,0,0,0,1580,0,,
2018-01-29,1580,2010,1505,1825,24686099,83267.0,45626000.0
2018-01-30,1825,1915,1660,1710,5473714,78020.0,45626000.0
2018-01-31,1715,1735,1550,1575,3718626,71861.0,45626000.0
2018-02-01,1605,1625,1505,1530,2101786,69808.0,45626000.0
2018-02-02,1530,1560,1380,1435,2602231,65473.0,45626000.0
2018-02-05,1410,1575,1360,1430,2527449,65245.0,45626000.0
2018-02-06,1430,1530,1400,1500,1486752,68439.0,45626000.0
2018-02-07,1530,1575,1430,1430,1079664,65245.0,45626000.0
2018-02-08,1455,1500,1405,1435,843566,65473.0,45626000.0
2018-02-09,1425,1440,1350,1370,965653,62508.0,45626000.0
2018-02-12,1380,1395,1300,1310,1215610,59770.0,45626000.0
2018-02-13,1320,1380,1300,1340,707356,65627.0,48975295.0
2018-02-14,1365,1365,1300,1335,339128,67146.0,50296940.0
2018-02-19,1320,1335,1295,1315,563227,66140.0,50296940.0
2018-02-20,1310,1330,1275,1315,486693,66140.0,50296940.0
2018-02-21,1315,1315,1260,1290,763341,64883.0,50296940.0
2018-02-22,1345,1655,1345,1460,8059874,73434.0,50296940.0
2018-02-23,1460,1480,1380,1475,1547608,74188.0,50296940.0
2018-02-26,1475,1530,1430,1430,875648,71925.0,50296940.0
2018-02-27,1435,1490,1420,1425,1001133,71673.0,50296940.0
2018-02-28,1430,1440,1380,1405,558242,70667.0,50296940.0
2018-03-02,1405,1610,1395,1550,2759127,77960.0,50296940.0
2018-03-05,1600,1680,1550,1645,2355476,82738.0,50296940.0
2018-03-06,1665,1745,1635,1710,1311003,86008.0,50296940.0
2018-03-07,1700,1760,1635,1740,1438563,87517.0,50296940.0
2018-03-08,1745,1805,1725,1750,1356350,88020.0,50296940.0
2018-03-09,1785,1800,1655,1700,1218050,85505.0,50296940.0
2018-03-12,1700,1750,1670,1700,857730,85505.0,50296940.0
2018-03-13,1760,1760,1670,1690,1101094,85002.0,50296940.0
2018-03-14,1690,1840,1640,1775,2401191,89277.0,50296940.0
2018-03-15,1800,2015,1800,1930,6410125,97073.0,50296940.0
2018-03-16,1930,2050,1920,1995,2117265,100342.0,50296940.0
2018-03-19,2005,2030,1480,1880,6225199,94558.0,50296940.0
2018-03-20,1880,1905,1780,1810,1478021,91037.0,50296940.0
2018-03-21,1850,2030,1800,1960,2905056,98582.0,50296940.0
2018-03-22,2080,2135,1810,1840,3016246,92546.0,50296940.0
2018-03-23,1780,1865,1620,1675,2486348,84247.0,50296940.0
2018-03-26,1725,1850,1680,1805,2086852,90786.0,50296940.0
2018-03-27,1835,1915,1760,1850,1296533,93049.0,50296940.0
2018-03-28,1780,1890,1730,1865,1613426,93804.0,50296940.0
2018-03-29,1870,2010,1840,1950,2249130,98079.0,50296940.0
2018-03-30,2000,2005,1895,1900,1496621,95564.0,50296940.0
2018-04-02,1900,1925,1825,1885,911249,94810.0,50296940.0
2018-04-03,1885,1925,1835,1920,960537,96570.0,50296940.0
2018-04-04,1940,1940,1890,1910,1110081,96067.0,50296940.0
2018-04-05,1915,1940,1880,1905,901418,95816.0,50296940.0
2018-04-06,1905,1975,1875,1940,1677212,97576.0,50296940.0
2018-04-09,1940,2000,1920,1950,1027571,98079.0,50296940.0
2018-04-10,2040,2125,1955,2075,3484804,104366.0,50296940.0
2018-04-11,2085,2105,2020,2050,1199393,103109.0,50296940.0
2018-04-12,2050,2105,1980,2100,1455731,105624.0,50296940.0
2018-04-13,2190,2285,2150,2235,2353413,112414.0,50296940.0
2018-04-16,2225,2355,2225,2325,1904838,116940.0,50296940.0
2018-04-17,2300,2360,2245,2335,1195212,117443.0,50296940.0
2018-04-18,2365,2375,2280,2375,1197168,119455.0,50296940.0
2018-04-19,2365,2445,2345,2370,1283682,119204.0,50296940.0
2018-04-20,2370,2430,2210,2310,1610503,116186.0,50296940.0
2018-04-23,2310,2330,2150,2220,1314352,111659.0,50296940.0
2018-04-24,2265,2325,2150,2255,1151833,126854.0,56254386.0
2018-04-25,2285,2285,2180,2215,740874,124603.0,56254386.0
2018-04-26,2240,2240,2155,2155,883354,121228.0,56254386.0
2018-04-27,2155,2370,2150,2310,1390130,129948.0,56254386.0
2018-04-30,2310,2440,2240,2280,945546,128260.0,56254386.0
2018-05-02,2280,2280,2105,2175,1095671,122353.0,56254386.0
2018-05-03,2175,2220,2080,2185,1173689,122916.0,56254386.0
2018-05-04,2205,2205,2035,2105,982733,118415.0,56254386.0
2018-05-08,2100,2145,1900,1920,1570721,108008.0,56254386.0
2018-05-09,1975,2450,1975,2300,7308490,129385.0,56254386.0
2018-05-10,2400,2540,2385,2540,4637724,149707.0,58939854.0
2018-05-11,2560,2735,2460,2565,3177211,151181.0,58939854.0
2018-05-14,2600,2605,2430,2430,1494620,143224.0,58939854.0
2018-05-15,2465,2665,2420,2640,2260685,155601.0,58939854.0
2018-05-16,2605,2845,2550,2820,4584942,166210.0,58939854.0
2018-05-17,2800,2900,2790,2860,1747682,168568.0,58939854.0
2018-05-18,2820,2945,2820,2925,1509653,172399.0,58939854.0
2018-05-21,2945,3000,2850,2930,2076901,172694.0,58939854.0
2018-05-23,2900,2925,2795,2795,1911274,164737.0,58939854.0
2018-05-24,2765,2920,2710,2735,2395342,161201.0,58939854.0
2018-05-25,2770,2770,2305,2550,2975672,150297.0,58939854.0
2018-05-28,2675,2775,2625,2715,1939338,160022.0,58939854.0
2018-05-29,2710,2825,2650,2665,1763250,157075.0,58939854.0
2018-05-30,2635,2695,2405,2545,2204547,153948.0,60490240.0
2018-05-31,2550,2655,2520,2550,962719,154250.0,60490240.0
2018-06-01,2570,2625,2515,2570,697359,159469.0,62050302.0
2018-06-04,2640,2720,2500,2535,888086,157298.0,62050302.0
2018-06-05,2535,2600,2430,2500,1463284,155126.0,62050302.0
2018-06-07,2500,2580,2470,2540,949576,157608.0,62050302.0
2018-06-08,2540,2590,2525,2535,817140,157298.0,62050302.0
2018-06-11,2500,2580,2370,2425,1134341,150472.0,62050302.0
2018-06-12,2425,2500,2280,2360,1603219,146439.0,62050302.0
2018-06-14,2400,2630,2245,2550,2846180,158228.0,62050302.0
2018-06-15,2580,2885,2580,2870,5424664,178084.0,62050302.0
2018-06-18,2990,2990,2750,2875,4572326,178395.0,62050302.0
2018-06-19,2890,2890,2630,2680,2799149,166295.0,62050302.0
2018-06-20,2680,2820,2635,2725,1635471,169087.0,62050302.0
2018-06-21,2725,2835,2690,2800,2769153,173741.0,62050302.0
2018-06-22,2800,2820,2715,2780,1978017,172500.0,62050302.0
2018-06-25,2780,2815,2710,2740,1816516,170018.0,62050302.0
2018-06-26,2750,2810,2675,2700,1174558,167536.0,62050302.0
2018-06-27,2705,2730,2510,2650,3978872,164433.0,62050302.0
2018-06-28,2600,2660,2500,2535,1730760,157298.0,62050302.0
2018-06-29,2580,2580,2350,2535,1738413,157298.0,62050302.0
2018-07-02,2530,2555,2400,2440,1084518,151403.0,62050302.0
2018-07-03,2440,2480,2340,2420,651897,150162.0,62050302.0
2018-07-04,2415,2420,2305,2325,745375,144267.0,62050302.0
2018-07-05,2330,2355,1630,1630,3512962,101142.0,62050302.0
2018-07-06,1935,2115,1915,2115,6358417,131236.0,62050302.0
2018-07-09,2120,2370,2115,2275,3591266,141164.0,62050302.0
2018-07-10,2320,2470,1730,1955,11461349,121308.0,62050302.0
2018-07-11,2030,2085,1800,1950,2940464,120998.0,62050302.0
2018-07-12,1950,2040,1830,1925,1538717,119447.0,62050302.0
2018-07-13,1955,1955,1890,1915,714812,120619.0,62986339.0
2018-07-16,1920,1965,1880,1890,435064,119044.0,62986339.0
2018-07-17,1890,1950,1890,1915,584820,120619.0,62986339.0
2018-07-18,1920,2260,1825,2165,5357063,136365.0,62986339.0
2018-07-19,2185,2190,1990,2000,1296794,125973.0,62986339.0
2018-07-20,2000,2090,1940,2005,968730,126288.0,62986339.0
2018-07-23,2005,2015,1840,1875,601279,118099.0,62986339.0
2018-07-24,1880,1950,1775,1875,501834,118099.0,62986339.0
2018-07-25,1940,1945,1800,1805,408352,113690.0,62986339.0
2018-07-26,1800,2100,1695,1965,2094988,123768.0,62986339.0
2018-07-27,1990,2140,1965,2085,1236002,131327.0,62986339.0
2018-07-30,2095,2125,2045,2085,555778,132983.0,63780620.0
2018-07-31,2050,2130,2000,2100,526491,133939.0,63780620.0
2018-08-01,2100,2120,2070,2105,418639,134258.0,63780620.0
2018-08-02,2105,2250,2040,2150,1102700,137128.0,63780620.0
2018-08-03,2150,2225,2140,2165,587958,141463.0,65340682.0
2018-08-06,2195,2400,2195,2265,2006691,147997.0,65340682.0
2018-08-07,2275,2405,2270,2400,1310872,156818.0,65340682.0
2018-08-08,2430,2440,2285,2300,1019737,150284.0,65340682.0
2018-08-09,2300,2330,2145,2300,921949,150284.0,65340682.0
2018-08-10,2265,2310,2175,2230,656524,145710.0,65340682.0
2018-08-13,2230,2260,2055,2055,695852,134275.0,65340682.0
2018-08-14,2150,2395,2055,2180,3697444,142443.0,65340682.0
2018-08-16,2135,2230,2095,2215,638142,144730.0,65340682.0
2018-08-17,2140,2270,2140,2205,364103,144076.0,65340682.0
2018-08-20,2165,2195,2135,2185,687592,142769.0,65340682.0
2018-08-21,2175,2255,2135,2210,415317,144403.0,65340682.0
2018-08-22,2220,2230,2165,2205,390115,144076.0,65340682.0
2018-08-23,2215,2215,2130,2155,686415,140809.0,65340682.0
2018-08-24,2135,2180,2100,2155,540459,140809.0,65340682.0
2018-08-27,2125,2145,2060,2085,631386,136235.0,65340682.0
2018-08-28,2060,2180,2060,2125,544215,138849.0,65340682.0
2018-08-29,2095,2120,2060,2070,513435,135255.0,65340682.0
2018-08-30,2085,2170,2050,2160,941488,141136.0,65340682.0
2018-08-31,2165,2170,2060,2065,561724,134929.0,65340682.0
2018-09-03,2095,2095,2030,2035,465270,132968.0,65340682.0
2018-09-04,2035,2075,1965,2010,663606,131335.0,65340682.0
2018-09-05,2040,2160,2015,2120,954696,138522.0,65340682.0
2018-09-06,2125,2230,2125,2185,1362437,142769.0,65340682.0
2018-09-07,2230,2400,2175,2370,2309480,154857.0,65340682.0
2018-09-10,2405,2575,2405,2570,3142088,167926.0,65340682.0
2018-09-11,2655,2655,2380,2480,3204874,162045.0,65340682.0
2018-09-12,2570,2585,2400,2430,1850692,158778.0,65340682.0
2018-09-13,2390,2490,2360,2390,1242818,156164.0,65340682.0
2018-09-14,2395,2480,2365,2385,1135384,155838.0,65340682.0
2018-09-17,2385,2470,2280,2415,1622213,157798.0,65340682.0
2018-09-18,2395,2430,2325,2335,853753,152570.0,65340682.0
2018-09-19,2335,2350,2105,2125,2419151,138849.0,65340682.0
2018-09-20,2155,2155,2005,2030,1427011,132642.0,65340682.0
2018-09-21,2045,2060,1965,2060,834605,134602.0,65340682.0
2018-09-27,2060,2080,2010,2055,631573,134275.0,65340682.0
2018-09-28,2080,2080,2000,2015,529776,131661.0,65340682.0
2018-10-01,2000,2025,1910,1965,964127,128394.0,65340682.0
2018-10-02,1805,2010,1805,1870,1007145,122187.0,65340682.0
2018-10-04,1900,1945,1840,1915,612988,125127.0,65340682.0
2018-10-05,1900,1925,1820,1905,514155,124474.0,65340682.0
2018-10-08,1945,2055,1915,2045,557858,133622.0,65340682.0
2018-10-10,2090,2090,1945,1950,392548,127414.0,65340682.0
2018-10-11,1865,1930,1795,1865,565692,121860.0,65340682.0
2018-10-12,1800,1895,1800,1875,332234,122514.0,65340682.0
2018-10-15,1895,1915,1775,1810,525558,118267.0,65340682.0
2018-10-16,1820,1895,1790,1790,571417,116960.0,65340682.0
2018-10-17,1800,1860,1790,1850,342635,120880.0,65340682.0
2018-10-18,1850,2050,1835,2050,2100916,133948.0,65340682.0
2018-10-19,2020,2100,2015,2080,1351232,135909.0,65340682.0
2018-10-22,2100,2130,1990,2000,641772,130681.0,65340682.0
2018-10-23,2005,2045,1930,1955,449078,127741.0,65340682.0
2018-10-24,1955,2030,1890,1910,576884,124801.0,65340682.0
2018-10-25,1905,1905,1750,1805,410150,117940.0,65340682.0
2018-10-26,1815,1860,1540,1705,1058106,111406.0,65340682.0
2018-10-29,1610,1675,1195,1195,6042210,78082.0,65340682.0
2018-10-30,1090,1240,982,1160,4698471,75795.0,65340682.0
2018-10-31,1160,1220,1075,1130,2265470,73835.0,65340682.0
2018-11-01,1150,1365,1125,1285,3405000,83963.0,65340682.0
2018-11-02,1270,1345,1265,1320,954661,86250.0,65340682.0
2018-11-05,1330,1390,1235,1290,1191998,84289.0,65340682.0
2018-11-06,1280,1300,1220,1220,861961,79716.0,65340682.0
2018-11-07,1245,1335,1230,1265,1182510,82656.0,65340682.0
2018-11-08,1275,1305,1255,1280,547022,83636.0,65340682.0
2018-11-09,1300,1300,1190,1230,829315,80369.0,65340682.0
2018-11-12,1235,1240,1090,1105,1224925,72201.0,65340682.0
2018-11-13,1075,1280,1050,1205,1883530,78736.0,65340682.0
2018-11-14,1205,1260,1185,1190,672992,77755.0,65340682.0
2018-11-15,1190,1210,1135,1145,533990,74815.0,65340682.0
2018-11-16,1135,1165,1100,1155,1224096,75468.0,65340682.0
2018-11-19,1145,1295,1140,1225,1509286,80042.0,65340682.0
2018-11-20,1225,1275,1180,1235,946368,80696.0,65340682.0
2018-11-21,1230,1420,1200,1330,3376035,86903.0,65340682.0
2018-11-22,1330,1405,1330,1390,1654148,90824.0,65340682.0
2018-11-23,1380,1540,1335,1530,2679019,99971.0,65340682.0
2018-11-26,1490,1730,1445,1625,3022704,106179.0,65340682.0
2018-11-27,1680,1805,1595,1795,5105088,117287.0,65340682.0
2018-11-28,1470,1515,1320,1355,9190954,88537.0,65340682.0
2018-11-29,1380,1450,1345,1405,2127110,91804.0,65340682.0
2018-11-30,1330,1390,1285,1300,1718185,84943.0,65340682.0
2018-12-03,1325,1390,1290,1320,1197998,86250.0,65340682.0
2018-12-04,1350,1400,1305,1325,641412,86576.0,65340682.0
2018-12-05,1305,1350,1240,1245,781200,81349.0,65340682.0
2018-12-06,1260,1260,1135,1240,1284831,81022.0,65340682.0
2018-12-07,1240,1380,1240,1375,1592766,89843.0,65340682.0
2018-12-10,1385,1425,1300,1330,538747,86903.0,65340682.0
2018-12-11,1335,1390,1250,1250,618875,81676.0,65340682.0
2018-12-12,1270,1290,1215,1250,409591,81676.0,65340682.0
2018-12-13,1250,1275,1220,1230,292423,80369.0,65340682.0
2018-12-14,1260,1260,1160,1230,867417,80369.0,65340682.0
2018-12-17,1205,1240,1130,1200,493775,78409.0,65340682.0
2018-12-18,1200,1215,1135,1155,427455,75468.0,65340682.0
2018-12-19,1155,1175,1095,1110,701313,72528.0,65340682.0
2018-12-20,1115,1115,1005,1015,1087086,66321.0,65340682.0
2018-12-21,1050,1055,990,999,1354697,65275.0,65340682.0
2018-12-24,999,1000,964,984,691032,64295.0,65340682.0
2018-12-26,977,979,894,899,1072732,58741.0,65340682.0
2018-12-27,917,1055,894,1050,2133509,68608.0,65340682.0
2018-12-28,1050,1070,1015,1055,984596,68934.0,65340682.0
2019-01-02,1075,1075,968,986,1194425,64426.0,65340682.0
2019-01-03,991,1045,970,987,646053,64491.0,65340682.0
2019-01-04,986,999,941,955,363290,62400.0,65340682.0
2019-01-07,973,973,939,940,513670,61420.0,65340682.0
2019-01-08,949,969,922,940,565973,61420.0,65340682.0
2019-01-09,940,995,927,979,953618,63969.0,65340682.0
2019-01-10,970,1175,967,1075,7485716,70241.0,65340682.0
2019-01-11,1110,1160,1055,1115,1486432,72855.0,65340682.0
2019-01-14,1115,1145,1085,1095,600869,71548.0,65340682.0
2019-01-15,1100,1135,1080,1125,998399,73508.0,65340682.0
2019-01-16,1140,1140,1030,1080,1441593,70568.0,65340682.0
2019-01-17,1085,1085,1025,1030,987079,67301.0,65340682.0
2019-01-18,1060,1125,1010,1080,1284720,70568.0,65340682.0
2019-01-21,1065,1120,1055,1080,799878,70568.0,65340682.0
2019-01-22,1085,1100,1060,1075,1100042,70241.0,65340682.0
2019-01-23,1070,1075,1030,1035,446276,67628.0,65340682.0
2019-01-24,1025,1045,989,1000,1292169,65341.0,65340682.0
2019-01-25,1005,1015,968,995,1279338,65014.0,65340682.0
2019-01-28,995,1005,950,992,845940,64818.0,65340682.0
2019-01-29,995,1010,951,955,1401818,62400.0,65340682.0
2019-01-30,957,983,954,963,400164,62923.0,65340682.0
2019-01-31,964,980,958,961,420376,62792.0,65340682.0
2019-02-01,963,963,919,939,731945,61355.0,65340682.0
2019-02-07,940,941,898,900,1064487,58807.0,65340682.0
2019-02-08,906,910,888,894,531999,58415.0,65340682.0
2019-02-11,894,894,626,628,19986116,41034.0,65340682.0
2019-02-12,651,716,635,643,7884600,42014.0,65340682.0
2019-02-13,680,742,656,707,7037260,46196.0,65340682.0
2019-02-14,728,729,670,694,2092030,45346.0,65340682.0
2019-02-15,691,691,657,666,1573645,43517.0,65340682.0
2019-02-18,679,692,655,659,1136154,43060.0,65340682.0
2019-02-19,659,829,625,802,14095355,52403.0,65340682.0
2019-02-20,770,822,707,725,6648268,47372.0,65340682.0
2019-02-21,740,786,680,713,5197240,46588.0,65340682.0
2019-02-22,714,815,698,743,7855568,48548.0,65340682.0
2019-02-25,740,766,728,737,1017684,48156.0,65340682.0
2019-02-26,736,737,711,717,1023483,46849.0,65340682.0
2019-02-27,709,736,703,728,1058195,47568.0,65340682.0
2019-02-28,722,765,718,718,1933520,46915.0,65340682.0
2019-03-04,718,754,715,740,918040,48352.0,65340682.0
2019-03-05,740,748,735,748,593773,48875.0,65340682.0
2019-03-06,787,800,759,770,1710915,50312.0,65340682.0
2019-03-07,768,813,757,782,2997232,51096.0,65340682.0
2019-03-08,782,794,765,793,905022,51815.0,65340682.0
2019-03-11,796,875,788,824,4298966,53841.0,65340682.0
2019-03-12,824,940,812,879,6520302,57434.0,65340682.0
2019-03-13,879,890,810,833,2087857,54429.0,65340682.0
2019-03-14,820,834,787,833,2288033,54429.0,65340682.0
2019-03-15,840,867,838,841,879896,54952.0,65340682.0
2019-03-18,855,910,842,845,3085160,55213.0,65340682.0
2019-03-19,831,898,831,887,1746197,57957.0,65340682.0
2019-03-20,887,1110,887,1060,14009891,69261.0,65340682.0
2019-03-21,1155,1315,942,975,19898601,63707.0,65340682.0
2019-03-22,1015,1020,975,981,2452477,64099.0,65340682.0
2019-03-25,967,973,890,943,1963783,61616.0,65340682.0
2019-03-26,943,962,900,906,1097401,59199.0,65340682.0
2019-03-27,906,922,899,902,1140014,58937.0,65340682.0
2019-03-28,903,920,885,886,963327,57892.0,65340682.0
2019-03-29,887,896,830,848,1300491,55409.0,65340682.0
2019-04-01,848,907,842,904,1437897,59068.0,65340682.0
2019-04-02,904,920,876,879,751495,57434.0,65340682.0
2019-04-03,886,886,861,865,835350,56520.0,65340682.0
2019-04-04,873,1020,861,931,4069573,60832.0,65340682.0
2019-04-05,931,935,907,920,1256694,60113.0,65340682.0
2019-04-08,917,930,903,909,855898,59395.0,65340682.0
