와이아이케이(232140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-20,2935,2935,2865,2890,96839,175158.0,60608456.0
2017-10-23,2900,2900,2795,2860,887597,176715.0,61788456.0
2017-10-24,2910,3130,2885,3070,1761656,189691.0,61788456.0
2017-10-25,3050,3145,2960,3080,471752,190308.0,61788456.0
2017-10-26,3080,3080,3025,3065,149108,189382.0,61788456.0
2017-10-27,3035,3125,3035,3120,264814,192780.0,61788456.0
2017-10-30,3120,3165,3105,3160,148511,195252.0,61788456.0
2017-10-31,3200,3270,3180,3265,518844,201739.0,61788456.0
2017-11-01,3300,3385,3290,3330,675107,205756.0,61788456.0
2017-11-02,3340,3520,3340,3425,1206849,211625.0,61788456.0
2017-11-03,3490,3560,3445,3550,742474,219349.0,61788456.0
2017-11-06,3530,3635,3485,3620,606109,223674.0,61788456.0
2017-11-07,3640,3640,3500,3570,426701,220585.0,61788456.0
2017-11-08,3600,3730,3570,3720,599458,229853.0,61788456.0
2017-11-09,3740,3925,3685,3915,781651,241902.0,61788456.0
2017-11-10,3900,4105,3835,3995,1080060,246845.0,61788456.0
2017-11-13,4020,4200,4020,4140,765698,255804.0,61788456.0
2017-11-14,4140,4515,4140,4500,1102606,278048.0,61788456.0
2017-11-15,4580,4795,4315,4680,1406408,289170.0,61788456.0
2017-11-16,4705,5200,4625,5200,1409498,321300.0,61788456.0
2017-11-17,5200,5390,5040,5080,796216,313885.0,61788456.0
2017-11-20,5080,5940,5080,5630,1611167,347869.0,61788456.0
2017-11-21,5830,6110,5300,6030,1274164,372584.0,61788456.0
2017-11-22,5930,6140,5780,5840,827613,360845.0,61788456.0
2017-11-23,5980,5980,5220,5750,965781,355284.0,61788456.0
2017-11-24,5860,6130,5700,5880,453439,363316.0,61788456.0
2017-11-27,5900,6170,5470,6140,735637,379381.0,61788456.0
2017-11-28,6220,6490,5970,6130,507855,378763.0,61788456.0
2017-11-29,6130,6380,6000,6230,409139,384942.0,61788456.0
2017-11-30,6300,6320,6010,6150,391060,379999.0,61788456.0
2017-12-01,6260,6880,5530,5800,2086888,358373.0,61788456.0
2017-12-04,6300,7540,5860,7540,3303730,465885.0,61788456.0
2017-12-05,8110,8200,7110,7340,3669505,453527.0,61788456.0
2017-12-06,7240,8400,6880,7770,3420471,480096.0,61788456.0
2017-12-07,7880,8030,7300,7810,1269211,482568.0,61788456.0
2017-12-08,7850,7930,6090,6230,9689569,384942.0,61788456.0
2017-12-11,6210,6740,6190,6510,3592209,402243.0,61788456.0
2017-12-12,6520,7130,6400,7090,1996983,438080.0,61788456.0
2017-12-13,7090,7500,7030,7190,1236586,444259.0,61788456.0
2017-12-14,7290,7490,6980,7420,1082913,458470.0,61788456.0
2017-12-15,7470,7800,7270,7700,962319,475771.0,61788456.0
2017-12-18,7890,7890,7340,7480,742353,462178.0,61788456.0
2017-12-19,7410,7680,7080,7450,1030726,460324.0,61788456.0
2017-12-20,7530,7570,7170,7200,586092,444877.0,61788456.0
2017-12-21,7100,7240,6560,6620,1191464,409040.0,61788456.0
2017-12-22,6620,7050,6550,6950,854826,429430.0,61788456.0
2017-12-26,7080,7400,6800,7300,876025,451056.0,61788456.0
2017-12-27,7380,7580,7160,7260,476748,448584.0,61788456.0
2017-12-28,7290,7360,7100,7290,500346,450438.0,61788456.0
2018-01-02,7350,7400,7090,7160,530028,442405.0,61788456.0
2018-01-03,7170,7290,6920,6920,559958,427576.0,61788456.0
2018-01-04,6920,7470,6800,7170,856382,443023.0,61788456.0
2018-01-05,7240,7620,7130,7200,989417,444877.0,61788456.0
2018-01-08,7260,7270,7000,7140,475701,441170.0,61788456.0
2018-01-09,7200,7350,6860,6920,518438,427576.0,61788456.0
2018-01-10,6810,6880,6320,6470,803545,399771.0,61788456.0
2018-01-11,6400,6700,6200,6650,707301,410893.0,61788456.0
2018-01-12,6720,6720,6330,6440,928583,397918.0,61788456.0
2018-01-15,6380,6440,5910,5950,949072,367641.0,61788456.0
2018-01-16,6070,6300,5900,6260,526967,386796.0,61788456.0
2018-01-17,6330,6330,6060,6140,309701,379381.0,61788456.0
2018-01-18,6240,6470,6150,6360,546388,392975.0,61788456.0
2018-01-19,6260,6420,6070,6160,383276,380617.0,61788456.0
2018-01-22,6290,6290,5990,6050,277681,373820.0,61788456.0
2018-01-23,6030,6080,5500,5660,1164720,349723.0,61788456.0
2018-01-24,5700,5700,5380,5440,748589,336129.0,61788456.0
2018-01-25,5440,5570,5270,5430,620876,335511.0,61788456.0
2018-01-26,5490,5550,5270,5430,497344,335511.0,61788456.0
2018-01-29,5460,5770,5390,5650,681345,349105.0,61788456.0
2018-01-30,5600,5740,5450,5670,438621,350341.0,61788456.0
2018-01-31,5660,5760,5550,5760,270164,355902.0,61788456.0
2018-02-01,5830,6710,5810,6520,2548212,402861.0,61788456.0
2018-02-02,6530,6580,6250,6270,773552,387414.0,61788456.0
2018-02-05,6000,6110,5820,5840,606321,360845.0,61788456.0
2018-02-06,5450,6450,5340,6130,1264646,378763.0,61788456.0
2018-02-07,6300,6420,5960,5960,729511,368259.0,61788456.0
2018-02-08,6000,6370,5990,6230,525060,384942.0,61788456.0
2018-02-09,6090,6300,5900,6060,459460,374438.0,61788456.0
2018-02-12,6150,6260,5940,5950,341388,367641.0,61788456.0
2018-02-13,6030,6070,5750,5810,372393,358991.0,61788456.0
2018-02-14,5850,5940,5570,5750,394364,355284.0,61788456.0
2018-02-19,5750,5900,5670,5720,259769,353430.0,61788456.0
2018-02-20,5740,6100,5680,6000,563361,370731.0,61788456.0
2018-02-21,6000,6300,5900,6190,450869,382471.0,61788456.0
2018-02-22,6180,6300,6080,6240,358014,385560.0,61788456.0
2018-02-23,6350,6350,6180,6240,235341,385560.0,61788456.0
2018-02-26,6280,6280,6040,6100,296037,376910.0,61788456.0
2018-02-27,6130,6150,5800,5810,454770,358991.0,61788456.0
2018-02-28,5810,5900,5690,5690,186918,351576.0,61788456.0
2018-03-02,5650,5680,5480,5480,274290,338601.0,61788456.0
2018-03-05,5530,5540,5210,5250,320842,324389.0,61788456.0
2018-03-06,5180,5820,5180,5730,833386,354048.0,61788456.0
2018-03-07,5660,5810,5490,5600,366680,346015.0,61788456.0
2018-03-08,5580,5720,5450,5710,360590,352812.0,61788456.0
2018-03-09,5710,5910,5570,5590,341918,345397.0,61788456.0
2018-03-12,5700,5760,5500,5590,350320,345397.0,61788456.0
2018-03-13,5610,6230,5600,6180,1398807,381853.0,61788456.0
2018-03-14,6190,6200,5950,6050,544003,373820.0,61788456.0
2018-03-15,6040,6330,5950,6240,870737,385560.0,61788456.0
2018-03-16,6330,6330,6190,6270,365671,387414.0,61788456.0
2018-03-19,6300,6310,6030,6130,376819,378763.0,61788456.0
2018-03-20,6050,6160,5920,5940,361245,367023.0,61788456.0
2018-03-21,5940,6110,5770,5830,472482,360227.0,61788456.0
2018-03-22,5760,5950,5750,5850,281530,361462.0,61788456.0
2018-03-23,5680,5680,5400,5410,535209,334276.0,61788456.0
2018-03-26,5320,5490,5220,5340,322820,329950.0,61788456.0
2018-03-27,5430,5810,5350,5440,850361,336129.0,61788456.0
2018-03-28,5440,5490,5200,5250,503655,324389.0,61788456.0
2018-03-29,5260,5500,5130,5500,542145,339837.0,61788456.0
2018-03-30,5490,5610,5350,5480,356254,338601.0,61788456.0
2018-04-02,5500,5560,5290,5330,294394,329332.0,61788456.0
2018-04-03,5190,5280,4970,5070,877773,313267.0,61788456.0
2018-04-04,5230,5240,4965,4995,458163,308633.0,61788456.0
2018-04-05,5030,5260,5020,5230,378683,323154.0,61788456.0
2018-04-06,5250,5270,5070,5110,227005,315739.0,61788456.0
2018-04-09,5040,5180,5020,5060,227754,312650.0,61788456.0
2018-04-10,5150,5360,5030,5260,593218,325007.0,61788456.0
2018-04-11,5350,5590,5250,5400,612224,333658.0,61788456.0
2018-04-12,5470,5670,5430,5590,538216,345397.0,61788456.0
2018-04-13,5740,5740,5350,5440,444940,336129.0,61788456.0
2018-04-16,5440,5480,5260,5310,496678,328097.0,61788456.0
2018-04-17,5320,5360,5220,5220,252525,322536.0,61788456.0
2018-04-18,5230,5340,5070,5140,477194,317593.0,61788456.0
2018-04-19,5180,5190,5030,5040,392834,311414.0,61788456.0
2018-04-20,5000,5080,4990,5030,339068,310796.0,61788456.0
2018-04-23,5090,5110,4990,5060,304821,312650.0,61788456.0
2018-04-24,5150,5150,4785,4820,612648,297820.0,61788456.0
2018-04-25,4750,4840,4650,4750,266820,293495.0,61788456.0
2018-04-26,4770,4945,4740,4845,261917,299365.0,61788456.0
2018-04-27,4895,4915,4790,4825,223655,298129.0,61788456.0
2018-04-30,4825,4825,4450,4520,769131,279284.0,61788456.0
2018-05-02,4550,4650,4375,4615,463225,285154.0,61788456.0
2018-05-03,4620,4775,4550,4640,235974,286698.0,61788456.0
2018-05-04,4550,4710,4515,4635,159009,286389.0,61788456.0
2018-05-08,4700,4730,4635,4675,192168,288861.0,61788456.0
2018-05-09,4675,4720,4515,4605,304797,284536.0,61788456.0
2018-05-10,4620,4720,4620,4715,187836,291333.0,61788456.0
2018-05-11,4800,4870,4655,4710,347714,291024.0,61788456.0
2018-05-14,4710,4710,4465,4515,519650,278975.0,61788456.0
2018-05-15,4515,4515,4295,4330,552033,267544.0,61788456.0
2018-05-16,4335,4365,3990,4185,718326,258585.0,61788456.0
2018-05-17,4210,4280,4095,4100,448307,253333.0,61788456.0
2018-05-18,4110,4375,4105,4285,379893,264764.0,61788456.0
2018-05-21,4255,4375,4255,4350,424108,268780.0,61788456.0
2018-05-23,4370,4540,4330,4470,442703,276194.0,61788456.0
2018-05-24,4520,4520,4160,4220,823886,260747.0,61788456.0
2018-05-25,4220,4260,4165,4220,330413,260747.0,61788456.0
2018-05-28,4225,4235,4045,4100,669510,253333.0,61788456.0
2018-05-29,4125,4165,4015,4135,490682,255495.0,61788456.0
2018-05-30,4130,4135,4020,4090,280494,252715.0,61788456.0
2018-05-31,4135,4375,4055,4325,608885,267235.0,61788456.0
2018-06-01,4310,4325,4200,4295,269019,265381.0,61788456.0
2018-06-04,4300,4575,4250,4540,670335,280520.0,61788456.0
2018-06-05,4575,4920,4500,4815,1113699,297511.0,61788456.0
2018-06-07,4840,4935,4720,4870,479886,300910.0,61788456.0
2018-06-08,4875,4875,4740,4850,284416,299674.0,61788456.0
2018-06-11,4900,4935,4735,4790,448732,295967.0,61788456.0
2018-06-12,4790,4850,4755,4800,240945,296585.0,61788456.0
2018-06-14,4800,4815,4600,4690,338103,289788.0,61788456.0
2018-06-15,4750,4750,4450,4640,250835,286698.0,61788456.0
2018-06-18,4655,4660,4230,4350,394929,268780.0,61788456.0
2018-06-19,4350,4450,4120,4220,320021,260747.0,61788456.0
2018-06-20,4165,4250,4100,4215,405353,260438.0,61788456.0
2018-06-21,4195,4195,4070,4070,347773,251479.0,61788456.0
2018-06-22,4020,4115,4005,4050,234848,250243.0,61788456.0
2018-06-25,4010,4125,4010,4100,122900,253333.0,61788456.0
2018-06-26,4010,4075,3955,4060,240879,250861.0,61788456.0
2018-06-27,4035,4160,4035,4065,171618,251170.0,61788456.0
2018-06-28,4030,4135,4000,4035,157403,249316.0,61788456.0
2018-06-29,4015,4050,3910,4035,154099,249316.0,61788456.0
2018-07-02,4035,4100,3815,3835,213170,236959.0,61788456.0
2018-07-03,3790,3995,3650,3835,241029,236959.0,61788456.0
2018-07-04,3760,3840,3710,3790,264893,234178.0,61788456.0
2018-07-05,3945,3945,3605,3715,257714,229544.0,61788456.0
2018-07-06,3705,3820,3560,3695,405120,228308.0,61788456.0
2018-07-09,3695,3755,3655,3700,287946,228617.0,61788456.0
2018-07-10,3710,3970,3710,3900,302552,240975.0,61788456.0
2018-07-11,3920,3920,3850,3865,161994,238812.0,61788456.0
2018-07-12,3835,4080,3835,4030,287736,249007.0,61788456.0
2018-07-13,4010,4350,4000,4290,846723,265072.0,61788456.0
2018-07-16,4345,4370,4125,4175,301527,257967.0,61788456.0
2018-07-17,4155,4200,4065,4185,202994,258585.0,61788456.0
2018-07-18,4215,4345,4155,4245,306697,262292.0,61788456.0
2018-07-19,4400,4680,4250,4280,1837031,264455.0,61788456.0
2018-07-20,4245,4245,4075,4130,419586,255186.0,61788456.0
2018-07-23,4185,4185,3720,3735,734809,230780.0,61788456.0
2018-07-24,3735,3920,3700,3750,345002,231707.0,61788456.0
2018-07-25,3750,3865,3695,3795,181421,234487.0,61788456.0
2018-07-26,3810,3905,3810,3860,165755,238503.0,61788456.0
2018-07-27,3885,4155,3855,4140,418423,255804.0,61788456.0
2018-07-30,4200,4260,4135,4220,478929,260747.0,61788456.0
2018-07-31,4325,4400,4240,4320,707923,266926.0,61788456.0
2018-08-01,4390,4395,4250,4320,388980,266926.0,61788456.0
2018-08-02,4300,4425,4200,4300,325433,265690.0,61788456.0
2018-08-03,4310,4420,4290,4390,426082,271251.0,61788456.0
2018-08-06,4450,4455,4325,4355,255356,269089.0,61788456.0
2018-08-07,4390,4425,4315,4415,310623,272796.0,61788456.0
2018-08-08,4430,4445,4305,4360,257814,269398.0,61788456.0
2018-08-09,4450,4795,4380,4650,2565515,287316.0,61788456.0
2018-08-10,4595,4635,4375,4410,734055,272487.0,61788456.0
2018-08-13,4325,4330,4095,4125,534408,254877.0,61788456.0
2018-08-14,4120,4240,4115,4170,230373,257658.0,61788456.0
2018-08-16,4095,4180,3900,4170,230097,257658.0,61788456.0
2018-08-17,4215,4325,4180,4215,216163,260438.0,61788456.0
2018-08-20,4215,4265,4045,4070,329100,251479.0,61788456.0
2018-08-21,4070,4225,4070,4195,215675,259203.0,61788456.0
2018-08-22,4220,4220,4115,4200,355300,259512.0,61788456.0
2018-08-23,4300,4330,4180,4210,338409,260129.0,61788456.0
2018-08-24,4200,4205,4150,4170,208529,257658.0,61788456.0
2018-08-27,4140,4265,4135,4255,248241,262910.0,61788456.0
2018-08-28,4410,4550,4300,4325,1261689,267235.0,61788456.0
2018-08-29,4375,4490,4325,4440,504166,274341.0,61788456.0
2018-08-30,4455,4465,4380,4390,235850,271251.0,61788456.0
2018-08-31,4375,4440,4330,4410,220473,272487.0,61788456.0
2018-09-03,4485,4485,4335,4355,212677,269089.0,61788456.0
2018-09-04,4350,4410,4320,4320,238690,266926.0,61788456.0
2018-09-05,4360,4445,4320,4365,262104,269707.0,61788456.0
2018-09-06,4350,4400,4275,4300,174826,265690.0,61788456.0
2018-09-07,4240,4245,4130,4180,328804,258276.0,61788456.0
2018-09-10,4215,4215,4100,4100,192455,253333.0,61788456.0
2018-09-11,4080,4140,4055,4115,239308,254259.0,61788456.0
2018-09-12,4135,4140,4005,4010,281281,247772.0,61788456.0
2018-09-13,4005,4060,3945,3980,225263,245918.0,61788456.0
2018-09-14,4010,4085,3995,4030,207031,249007.0,61788456.0
2018-09-17,4030,4075,3970,3980,101076,245918.0,61788456.0
2018-09-18,3940,3960,3855,3880,251283,239739.0,61788456.0
2018-09-19,3900,3960,3885,3890,108987,240357.0,61788456.0
2018-09-20,3840,3975,3840,3890,149461,240357.0,61788456.0
2018-09-21,3900,3935,3850,3860,129246,238503.0,61788456.0
2018-09-27,3840,3970,3830,3900,110883,240975.0,61788456.0
2018-09-28,3840,3945,3840,3900,152951,240975.0,61788456.0
2018-10-01,3905,3960,3770,3820,152626,236032.0,61788456.0
2018-10-02,3845,3850,3755,3760,190340,232325.0,61788456.0
2018-10-04,3725,3760,3600,3640,203330,224910.0,61788456.0
2018-10-05,3635,3730,3510,3595,187946,222129.0,61788456.0
2018-10-08,3520,3610,3425,3440,246122,212552.0,61788456.0
2018-10-10,3425,3430,3290,3320,348864,205138.0,61788456.0
2018-10-11,3055,3235,3045,3145,307514,194325.0,61788456.0
2018-10-12,3090,3250,3090,3210,186963,198341.0,61788456.0
2018-10-15,3245,3285,3180,3180,148476,196487.0,61788456.0
2018-10-16,3110,3255,3100,3205,149483,198032.0,61788456.0
2018-10-17,3290,3720,3235,3355,771314,207300.0,61788456.0
2018-10-18,3365,3395,3255,3255,180126,201121.0,61788456.0
2018-10-19,3180,3265,2980,3245,249007,200504.0,61788456.0
2018-10-22,3245,3310,3190,3275,100630,202357.0,61788456.0
2018-10-23,3225,3275,3100,3105,143076,191853.0,61788456.0
2018-10-24,3120,3185,3030,3040,154546,187837.0,61788456.0
2018-10-25,2890,2985,2810,2985,390622,184439.0,61788456.0
2018-10-26,2985,3000,2775,2805,335510,173317.0,61788456.0
2018-10-29,2730,2945,2640,2640,370336,163122.0,61788456.0
2018-10-30,2530,2805,2530,2760,276364,170536.0,61788456.0
2018-10-31,2840,2950,2775,2920,215106,180422.0,61788456.0
2018-11-01,2915,3070,2890,2915,235070,180113.0,61788456.0
2018-11-02,2980,3035,2950,3025,109432,186910.0,61788456.0
2018-11-05,3035,3140,2930,3140,227180,194016.0,61788456.0
2018-11-06,3085,3135,3030,3080,196708,190308.0,61788456.0
2018-11-07,3080,3205,3045,3080,277287,190308.0,61788456.0
2018-11-08,3105,3190,3100,3140,80222,194016.0,61788456.0
2018-11-09,3195,3195,3050,3140,97252,194016.0,61788456.0
2018-11-12,3065,3130,3020,3040,79854,187837.0,61788456.0
2018-11-13,2925,3000,2860,2950,166665,182276.0,61788456.0
2018-11-14,2955,2980,2905,2940,73370,181658.0,61788456.0
2018-11-15,2945,3040,2865,3040,330912,187837.0,61788456.0
2018-11-16,3315,3430,3105,3170,2629291,195869.0,61788456.0
2018-11-19,3195,3225,3125,3145,363354,194325.0,61788456.0
2018-11-20,3040,3075,2980,3010,357835,185983.0,61788456.0
2018-11-21,2935,3035,2900,3015,211067,186292.0,61788456.0
2018-11-22,3030,3065,2955,2955,162654,182585.0,61788456.0
2018-11-23,2970,3095,2960,2985,164678,184439.0,61788456.0
2018-11-26,2975,3070,2950,2980,126656,184130.0,61788456.0
2018-11-27,3020,3045,2970,3000,113658,185365.0,61788456.0
2018-11-28,3005,3095,2990,3085,145403,190617.0,61788456.0
2018-11-29,3150,3170,3060,3075,226445,190000.0,61788456.0
2018-11-30,3055,3090,3030,3040,75364,187837.0,61788456.0
2018-12-03,3060,3090,3030,3065,148674,189382.0,61788456.0
2018-12-04,3065,3095,3040,3055,154972,188764.0,61788456.0
2018-12-05,3005,3040,2970,3020,100518,186601.0,61788456.0
2018-12-06,2990,3045,2885,2900,140499,179187.0,61788456.0
2018-12-07,2900,2945,2885,2895,121704,178878.0,61788456.0
2018-12-10,2870,2870,2800,2820,100156,174243.0,61788456.0
2018-12-11,2825,2875,2730,2735,74794,168991.0,61788456.0
2018-12-12,2710,2790,2710,2790,64700,172390.0,61788456.0
2018-12-13,2820,2885,2820,2855,98648,176406.0,61788456.0
2018-12-14,2855,2895,2785,2820,58236,174243.0,61788456.0
2018-12-17,2795,2950,2780,2930,156235,181040.0,61788456.0
2018-12-18,2835,2860,2805,2840,153422,175479.0,61788456.0
2018-12-19,2800,2850,2790,2805,78513,173317.0,61788456.0
2018-12-20,2790,2820,2745,2745,61638,169609.0,61788456.0
2018-12-21,2750,2775,2720,2725,76421,168374.0,61788456.0
2018-12-24,2740,2765,2700,2710,113008,167447.0,61788456.0
2018-12-26,2710,2710,2625,2625,71572,162195.0,61788456.0
2018-12-27,2645,2685,2605,2635,153919,162813.0,61788456.0
2018-12-28,2635,2695,2590,2695,92081,166520.0,61788456.0
2019-01-02,2685,2770,2680,2700,77094,166829.0,61788456.0
2019-01-03,2765,2765,2620,2630,159308,162504.0,61788456.0
2019-01-04,2650,2690,2605,2670,99987,164975.0,61788456.0
2019-01-07,2715,2750,2685,2720,107132,168065.0,61788456.0
2019-01-08,2720,2735,2655,2725,93311,168374.0,61788456.0
2019-01-09,2725,2840,2695,2820,299858,174243.0,61788456.0
2019-01-10,2820,2850,2770,2850,274246,176097.0,61788456.0
2019-01-11,2960,3655,2955,3190,8202834,197105.0,61788456.0
2019-01-14,3250,3255,3090,3175,926033,196178.0,61788456.0
2019-01-15,3235,3875,3225,3600,11183308,222438.0,61788456.0
2019-01-16,3650,3740,3550,3730,2085357,230471.0,61788456.0
2019-01-17,3730,3740,3610,3640,878398,224910.0,61788456.0
2019-01-18,3630,3725,3530,3640,839369,224910.0,61788456.0
2019-01-21,3680,3735,3575,3655,590471,225837.0,61788456.0
2019-01-22,3665,3825,3555,3600,952988,222438.0,61788456.0
2019-01-23,3570,3605,3515,3550,323590,219349.0,61788456.0
2019-01-24,3550,3715,3520,3700,721009,228617.0,61788456.0
2019-01-25,3770,3780,3650,3680,537300,227382.0,61788456.0
2019-01-28,3740,3765,3670,3675,499536,227073.0,61788456.0
2019-01-29,3680,3730,3630,3710,404995,229235.0,61788456.0
2019-01-30,3730,3800,3635,3770,865029,232942.0,61788456.0
2019-01-31,3830,3880,3730,3730,678704,230471.0,61788456.0
2019-02-01,3770,3785,3670,3735,300127,230780.0,61788456.0
2019-02-07,3745,3855,3700,3850,511448,237886.0,61788456.0
2019-02-08,3830,3830,3755,3810,279862,235414.0,61788456.0
2019-02-11,3810,3860,3770,3830,231561,236650.0,61788456.0
2019-02-12,3825,3980,3825,3910,662941,241593.0,61788456.0
2019-02-13,3975,4070,3905,3920,1346332,242211.0,61788456.0
2019-02-14,3960,4210,3880,4100,1715885,253333.0,61788456.0
2019-02-15,4055,4100,3945,3995,569792,246845.0,61788456.0
2019-02-18,4015,4025,3910,3910,389652,241593.0,61788456.0
2019-02-19,3885,3950,3855,3910,304019,241593.0,61788456.0
2019-02-20,3910,4010,3910,3935,462315,243138.0,61788456.0
2019-02-21,3980,3980,3800,3820,490110,236032.0,61788456.0
2019-02-22,3825,3905,3785,3785,354121,233869.0,61788456.0
2019-02-25,3825,3955,3790,3855,280155,238194.0,61788456.0
2019-02-26,3885,3885,3695,3750,357017,231707.0,61788456.0
2019-02-27,3725,3785,3695,3725,195933,230162.0,61788456.0
2019-02-28,3725,3730,3515,3520,490843,217495.0,61788456.0
2019-03-04,3510,3615,3500,3520,205883,217495.0,61788456.0
2019-03-05,3480,3520,3375,3400,373640,210081.0,61788456.0
2019-03-06,3400,3480,3395,3410,133799,210699.0,61788456.0
2019-03-07,3370,3465,3325,3370,196885,208227.0,61788456.0
2019-03-08,3285,3375,3275,3325,197995,205447.0,61788456.0
2019-03-11,3330,3350,3170,3305,317507,204211.0,61788456.0
2019-03-12,3390,3500,3315,3480,506331,215024.0,61788456.0
2019-03-13,3480,3490,3380,3445,165189,212861.0,61788456.0
2019-03-14,3480,3630,3430,3590,514052,221821.0,61788456.0
2019-03-15,3600,3610,3360,3495,318178,215951.0,61788456.0
2019-03-18,3495,3580,3400,3450,157083,213170.0,61788456.0
2019-03-19,3455,3475,3400,3410,112252,210699.0,61788456.0
2019-03-20,3440,3445,3320,3385,184838,209154.0,61788456.0
2019-03-21,3395,3710,3395,3650,1151128,225528.0,61788456.0
2019-03-22,3665,3760,3595,3725,734500,230162.0,61788456.0
2019-03-25,3665,3690,3570,3640,440377,224910.0,61788456.0
2019-03-26,3675,3770,3615,3700,588289,228617.0,61788456.0
2019-03-27,3665,3725,3550,3555,408277,219658.0,61788456.0
2019-03-28,3555,3555,3345,3405,372522,210390.0,61788456.0
2019-03-29,3400,3495,3360,3430,194115,211934.0,61788456.0
2019-04-01,3430,3595,3430,3595,236417,222129.0,61788456.0
2019-04-02,3605,3725,3340,3530,463746,218113.0,61788456.0
2019-04-03,3560,3695,3530,3665,326990,226455.0,61788456.0
2019-04-04,3675,3845,3635,3765,732059,232634.0,61788456.0
2019-04-05,3775,3795,3700,3770,297969,232942.0,61788456.0
2019-04-08,3835,3835,3620,3635,314103,224601.0,61788456.0
2019-04-09,3665,3760,3650,3740,251253,231089.0,61788456.0
2019-04-10,3765,3765,3675,3730,161361,230471.0,61788456.0
2019-04-11,3735,3780,3690,3720,257474,229853.0,61788456.0
2019-04-12,3760,3760,3685,3720,241480,229853.0,61788456.0
2019-04-15,3735,3765,3705,3720,237755,229853.0,61788456.0
2019-04-16,3725,3735,3605,3620,278578,223674.0,61788456.0
2019-04-17,3630,3690,3595,3630,216518,224292.0,61788456.0
2019-04-18,3630,3660,3450,3500,362897,216260.0,61788456.0
2019-04-19,3480,3570,3480,3525,125134,217804.0,61788456.0
2019-04-22,3560,3560,3445,3460,183139,213788.0,61788456.0
2019-04-23,3445,3455,3385,3425,196272,211625.0,61788456.0
2019-04-24,3455,3470,3385,3385,137372,209154.0,61788456.0
2019-04-25,3385,3605,3350,3505,358280,216569.0,61788456.0
2019-04-26,3510,3515,3160,3320,383621,205138.0,61788456.0
2019-04-29,3330,3385,3280,3380,97234,208845.0,61788456.0
2019-04-30,3365,3395,3305,3355,111439,207300.0,61788456.0
2019-05-02,3330,3465,3330,3385,160736,209154.0,61788456.0
2019-05-03,3500,3585,3420,3495,404648,215951.0,61788456.0
2019-05-07,3385,3475,3380,3405,145159,210390.0,61788456.0
2019-05-08,3405,3430,3270,3305,197813,204211.0,61788456.0
2019-05-09,3305,3310,3050,3070,359298,189691.0,61788456.0
2019-05-10,3155,3155,2950,3050,233967,188455.0,61788456.0
2019-05-13,3050,3115,2945,2955,184037,182585.0,61788456.0
2019-05-14,2940,3040,2855,2975,165299,183821.0,61788456.0
2019-05-15,3020,3060,2980,3020,71300,186601.0,61788456.0
2019-05-16,2975,3015,2785,2785,491479,172081.0,61788456.0
2019-05-17,2790,2900,2705,2705,255280,167138.0,61788456.0
2019-05-20,2695,2740,2605,2605,170981,160959.0,61788456.0
2019-05-21,2605,2865,2605,2725,301867,168374.0,61788456.0
2019-05-22,2725,2805,2695,2775,161914,171463.0,61788456.0
2019-05-23,2780,2845,2670,2675,150864,165284.0,61788456.0
2019-05-24,2630,2670,2580,2620,154708,161886.0,61788456.0
2019-05-27,2620,2650,2510,2520,186512,155707.0,61788456.0
2019-05-28,2500,2655,2500,2565,138659,158487.0,61788456.0
2019-05-29,2580,2605,2550,2565,92923,158487.0,61788456.0
2019-05-30,2565,2615,2535,2575,132316,159105.0,61788456.0
2019-05-31,2565,2630,2550,2600,92260,160650.0,61788456.0
2019-06-03,2600,2600,2510,2535,107657,156634.0,61788456.0
2019-06-04,2560,2565,2515,2540,99283,156943.0,61788456.0
2019-06-05,2570,2650,2570,2610,110988,161268.0,61788456.0
2019-06-07,2610,2665,2580,2635,137041,162813.0,61788456.0
2019-06-10,2650,2680,2635,2675,96954,165284.0,61788456.0
2019-06-11,2725,2835,2680,2800,231378,173008.0,61788456.0
2019-06-12,2830,2840,2715,2725,111398,168374.0,61788456.0
2019-06-13,2750,2750,2680,2690,70247,166211.0,61788456.0
2019-06-14,2690,2750,2630,2635,141023,162813.0,61788456.0
2019-06-17,2695,2695,2615,2625,83066,162195.0,61788456.0
2019-06-18,2640,2655,2600,2610,89722,161268.0,61788456.0
2019-06-19,2620,2710,2620,2705,110446,167138.0,61788456.0
2019-06-20,2700,2785,2700,2755,123221,170227.0,61788456.0
2019-06-21,2825,2825,2710,2735,121930,168991.0,61788456.0
2019-06-24,2730,2755,2690,2695,83623,166520.0,61788456.0
2019-06-25,2670,2700,2650,2655,67941,164048.0,61788456.0
2019-06-26,2665,2740,2630,2715,89993,167756.0,61788456.0
2019-06-27,2720,2770,2700,2720,83678,168065.0,61788456.0
2019-06-28,2735,2735,2650,2690,87773,166211.0,61788456.0
2019-07-01,2690,2740,2680,2700,58625,166829.0,61788456.0
2019-07-02,2700,2805,2700,2775,141813,171463.0,61788456.0
2019-07-03,2790,2960,2770,2950,606225,182276.0,61788456.0
2019-07-04,2950,3000,2840,3000,334100,185365.0,61788456.0
2019-07-05,3045,3045,2910,2925,220289,180731.0,61788456.0
2019-07-08,2875,2925,2725,2730,203155,168682.0,61788456.0
2019-07-09,2720,2785,2610,2645,171975,163430.0,61788456.0
