한국공항(005430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-09-03,15500,15500,14850,15000,32140,47495.0,3166355.0
2002-09-04,14700,14900,14500,14500,32120,45912.0,3166355.0
2002-09-05,14650,15300,14650,14900,52090,47179.0,3166355.0
2002-09-06,14700,15200,14300,14400,39550,45596.0,3166355.0
2002-09-09,13800,14500,13200,13200,49900,41796.0,3166355.0
2002-09-10,13000,13650,13000,13200,25480,41796.0,3166355.0
2002-09-11,13500,15050,13400,14100,102130,44646.0,3166355.0
2002-09-12,14300,14300,13800,14100,23580,44646.0,3166355.0
2002-09-13,13900,13950,13600,13700,22820,43379.0,3166355.0
2002-09-16,13600,14100,13600,13800,20440,43696.0,3166355.0
2002-09-17,14200,15200,14200,14650,80000,46387.0,3166355.0
2002-09-18,14200,14200,13800,13900,22350,44012.0,3166355.0
2002-09-19,13700,14100,13700,14000,17650,44329.0,3166355.0
2002-09-23,13600,13800,13200,13400,16140,42429.0,3166355.0
2002-09-24,13400,13400,12700,13000,20000,41163.0,3166355.0
2002-09-25,12200,12750,12200,12600,19810,39896.0,3166355.0
2002-09-26,13000,13200,12500,12600,18460,39896.0,3166355.0
2002-09-27,12700,13100,12300,12450,15650,39421.0,3166355.0
2002-09-30,12300,12300,11200,11500,16710,36413.0,3166355.0
2002-10-01,11050,11700,11050,11700,8060,37046.0,3166355.0
2002-10-02,12400,12400,11800,11800,18740,37363.0,3166355.0
2002-10-04,11400,12200,11300,12000,21130,37996.0,3166355.0
2002-10-07,11600,12200,11600,11700,10910,37046.0,3166355.0
2002-10-08,11600,11900,11400,11550,8060,36571.0,3166355.0
2002-10-09,11500,11900,11300,11400,12640,36096.0,3166355.0
2002-10-10,11150,11150,10150,10600,17026,33563.0,3166355.0
2002-10-11,11600,11600,10000,10800,16535,34197.0,3166355.0
2002-10-14,11050,11500,10900,11400,23440,36096.0,3166355.0
2002-10-15,11300,11700,11000,11500,16300,36413.0,3166355.0
2002-10-16,12000,12100,11550,11600,27678,36730.0,3166355.0
2002-10-17,11600,11950,11200,11850,20768,37521.0,3166355.0
2002-10-18,12300,12450,12050,12350,28010,39104.0,3166355.0
2002-10-21,12350,12350,11900,12000,18580,37996.0,3166355.0
2002-10-22,12450,12450,11500,11650,15280,36888.0,3166355.0
2002-10-23,11600,13350,11600,13350,85230,42271.0,3166355.0
2002-10-24,13500,13500,12700,12900,52274,40846.0,3166355.0
2002-10-25,12650,13000,12300,12700,42460,40213.0,3166355.0
2002-10-28,12900,13550,12700,12900,48090,40846.0,3166355.0
2002-10-29,12600,13400,12600,12700,33415,40213.0,3166355.0
2002-10-30,12700,13000,12100,12300,19480,38946.0,3166355.0
2002-10-31,12450,12700,12200,12350,14920,39104.0,3166355.0
2002-11-01,12100,12300,12100,12100,8874,38313.0,3166355.0
2002-11-04,12400,12600,12150,12500,15610,39579.0,3166355.0
2002-11-05,12700,12900,12250,12300,17780,38946.0,3166355.0
2002-11-06,12400,12700,12400,12500,23210,39579.0,3166355.0
2002-11-07,12800,12800,12350,12350,17010,39104.0,3166355.0
2002-11-08,12200,12300,12100,12300,11690,38946.0,3166355.0
2002-11-11,12200,12200,11900,11950,10505,37838.0,3166355.0
2002-11-12,11600,11800,11450,11800,14770,37363.0,3166355.0
2002-11-13,11800,11950,11600,11600,10550,36730.0,3166355.0
2002-11-14,12000,12100,11750,11750,13410,37205.0,3166355.0
2002-11-15,12500,12500,11950,12100,13950,38313.0,3166355.0
2002-11-18,11900,12250,11900,12000,7290,37996.0,3166355.0
2002-11-19,11900,11950,11650,11950,9150,37838.0,3166355.0
2002-11-20,11800,11950,11800,11950,7700,37838.0,3166355.0
2002-11-21,12250,12250,12000,12150,16960,38471.0,3166355.0
2002-11-22,12300,12500,12100,12100,12910,38313.0,3166355.0
2002-11-25,12100,12400,12100,12200,10770,38630.0,3166355.0
2002-11-26,12250,12400,12000,12250,15560,38788.0,3166355.0
2002-11-27,12400,12400,12100,12300,12768,38946.0,3166355.0
2002-11-28,12450,14100,12450,14100,205820,44646.0,3166355.0
2002-11-29,14100,16000,14100,14250,285180,45121.0,3166355.0
2002-12-02,14550,14850,14000,14350,58420,45437.0,3166355.0
2002-12-03,14500,15250,14100,14650,60680,46387.0,3166355.0
2002-12-04,14200,14400,13550,13700,42310,43379.0,3166355.0
2002-12-05,13550,14200,13550,13600,35500,43062.0,3166355.0
2002-12-06,13600,13850,13250,13550,23840,42904.0,3166355.0
2002-12-09,13550,13750,13300,13400,22361,42429.0,3166355.0
2002-12-10,13000,13450,12900,13350,19040,42271.0,3166355.0
2002-12-11,13600,13750,13300,13300,18180,42113.0,3166355.0
2002-12-12,13100,13800,13100,13400,23090,42429.0,3166355.0
2002-12-13,13600,13600,13200,13400,19880,42429.0,3166355.0
2002-12-16,13200,13400,13000,13200,13890,41796.0,3166355.0
2002-12-17,13350,13550,13100,13150,20160,41638.0,3166355.0
2002-12-18,13150,14800,13150,14100,56050,44646.0,3166355.0
2002-12-20,14500,14500,13550,13800,18300,43696.0,3166355.0
2002-12-23,13500,13550,12600,12900,28180,40846.0,3166355.0
2002-12-24,12300,12700,12000,12100,28260,38313.0,3166355.0
2002-12-26,11400,12100,11400,11800,23960,37363.0,3166355.0
2002-12-27,11300,11750,11300,11300,15650,35780.0,3166355.0
2002-12-30,11000,11300,10600,10600,17950,33563.0,3166355.0
2003-01-02,10700,11450,10700,11450,18440,36255.0,3166355.0
2003-01-03,12000,12100,11700,11900,18700,37680.0,3166355.0
2003-01-06,11800,12200,11650,11900,8793,37680.0,3166355.0
2003-01-07,12050,12250,11500,11500,17360,36413.0,3166355.0
2003-01-08,11350,11850,11350,11500,12070,36413.0,3166355.0
2003-01-09,11650,11650,11100,11400,11610,36096.0,3166355.0
2003-01-10,11550,11800,11000,11400,18730,36096.0,3166355.0
2003-01-13,11150,12800,11150,12300,53203,38946.0,3166355.0
2003-01-14,12450,12450,11850,12100,10280,38313.0,3166355.0
2003-01-15,12050,12350,11800,11800,12760,37363.0,3166355.0
2003-01-16,11700,11850,11600,11700,5330,37046.0,3166355.0
2003-01-17,11500,11750,11400,11500,11480,36413.0,3166355.0
2003-01-20,11150,11600,11150,11400,6170,36096.0,3166355.0
2003-01-21,11300,11500,11250,11300,12690,35780.0,3166355.0
2003-01-22,11200,11400,11000,11100,11550,35147.0,3166355.0
2003-01-23,11000,11250,11000,11200,6440,35463.0,3166355.0
2003-01-24,11400,11400,10800,10900,9340,34513.0,3166355.0
2003-01-27,10400,10600,10300,10400,5090,32930.0,3166355.0
2003-01-28,10150,10600,10150,10450,3430,33088.0,3166355.0
2003-01-29,10500,10550,10200,10500,5750,33247.0,3166355.0
2003-01-30,10700,11350,10500,10900,7240,34513.0,3166355.0
2003-02-03,10900,11400,10900,11200,10231,35463.0,3166355.0
2003-02-04,11500,11500,11100,11200,7492,35463.0,3166355.0
2003-02-05,11400,11600,11200,11350,11750,35938.0,3166355.0
2003-02-06,11200,11650,11100,11200,6580,35463.0,3166355.0
2003-02-07,11000,11100,10700,10800,8180,34197.0,3166355.0
2003-02-10,10600,10800,10600,10650,3900,33722.0,3166355.0
2003-02-11,10600,10850,10500,10500,5980,33247.0,3166355.0
2003-02-12,10300,11000,10300,10700,3880,33880.0,3166355.0
2003-02-13,11000,11000,10600,10600,3740,33563.0,3166355.0
2003-02-14,10550,10750,10500,10550,4410,33405.0,3166355.0
2003-02-17,10700,11700,10700,11700,20020,37046.0,3166355.0
2003-02-18,11700,11700,11200,11600,17800,36730.0,3166355.0
2003-02-19,11900,11900,11300,11300,13020,35780.0,3166355.0
2003-02-20,11350,11400,11100,11250,6140,35621.0,3166355.0
2003-02-21,11250,11250,11100,11100,5920,35147.0,3166355.0
2003-02-24,11400,11550,11250,11250,6340,35621.0,3166355.0
2003-02-25,11050,11150,10900,10900,7780,34513.0,3166355.0
2003-02-26,11200,11200,11000,11000,5560,34830.0,3166355.0
2003-02-27,10700,11000,10650,10750,3570,34038.0,3166355.0
2003-02-28,10800,11150,10700,10950,3280,34672.0,3166355.0
2003-03-03,10900,11000,10750,11000,2890,34830.0,3166355.0
2003-03-04,10750,10850,10700,10800,3850,34197.0,3166355.0
2003-03-05,10500,10500,10300,10500,7080,33247.0,3166355.0
2003-03-06,10700,10700,10000,10300,5080,32613.0,3166355.0
2003-03-07,10000,10000,9900,9990,8060,31632.0,3166355.0
2003-03-10,9510,9990,9510,9600,5420,30397.0,3166355.0
2003-03-11,9450,9500,9100,9110,4300,28845.0,3166355.0
2003-03-12,9420,9420,7880,8690,13220,27516.0,3166355.0
2003-03-13,8690,8900,8000,8300,10510,26281.0,3166355.0
2003-03-14,8890,9540,8800,9210,29451,29162.0,3166355.0
2003-03-17,9210,9210,8350,8700,10090,27547.0,3166355.0
2003-03-18,9300,9800,9250,9500,16790,30080.0,3166355.0
2003-03-19,9500,9900,9500,9680,14780,30650.0,3166355.0
2003-03-20,9950,10600,9950,10500,12710,33247.0,3166355.0
2003-03-21,10500,10500,10050,10300,8080,32613.0,3166355.0
2003-03-24,10500,10500,10200,10200,6700,32297.0,3166355.0
2003-03-25,9470,9700,9460,9520,7660,30144.0,3166355.0
2003-03-26,9900,9900,9620,9620,3300,30460.0,3166355.0
2003-03-27,9410,9480,9410,9470,2060,29985.0,3166355.0
2003-03-28,9460,9800,9400,9510,3370,30112.0,3166355.0
2003-03-31,9510,9510,9100,9110,7670,28845.0,3166355.0
2003-04-01,8940,9290,8710,9190,7920,29099.0,3166355.0
2003-04-02,9350,9350,9200,9250,830,29289.0,3166355.0
2003-04-03,9520,9790,9130,9300,11190,29447.0,3166355.0
2003-04-04,9210,9850,9000,9760,5890,30904.0,3166355.0
2003-04-07,9900,10600,9800,10600,17880,33563.0,3166355.0
2003-04-08,10600,10600,10250,10400,10890,32930.0,3166355.0
2003-04-09,10150,10400,10100,10100,6779,31980.0,3166355.0
2003-04-10,10100,10350,10100,10350,8960,32772.0,3166355.0
2003-04-11,10150,10700,10150,10600,16450,33563.0,3166355.0
2003-04-14,10500,11000,10500,10750,8461,34038.0,3166355.0
2003-04-15,11000,11200,10850,11000,11210,34830.0,3166355.0
2003-04-16,11100,11350,11100,11150,14060,35305.0,3166355.0
2003-04-17,11000,11200,10850,11000,7870,34830.0,3166355.0
2003-04-18,11050,11200,10900,10950,12270,34672.0,3166355.0
2003-04-21,10700,10800,10600,10650,9030,33722.0,3166355.0
2003-04-22,10300,10450,10300,10350,7646,32772.0,3166355.0
2003-04-23,10450,10550,10250,10250,3260,32455.0,3166355.0
2003-04-24,10300,10650,10050,10300,4230,32613.0,3166355.0
2003-04-25,10000,10000,9500,9650,7918,30555.0,3166355.0
2003-04-28,9110,9790,9110,9790,6200,30999.0,3166355.0
2003-04-29,9750,10450,9750,10450,10900,33088.0,3166355.0
2003-04-30,10200,10450,10200,10200,5070,32297.0,3166355.0
2003-05-02,10250,10500,10100,10350,3450,32772.0,3166355.0
2003-05-06,10400,10500,10200,10300,6320,32613.0,3166355.0
2003-05-07,10250,10450,10250,10400,5270,32930.0,3166355.0
2003-05-09,10400,10500,10250,10500,4120,33247.0,3166355.0
2003-05-12,10700,11150,10700,11000,24270,34830.0,3166355.0
2003-05-13,11100,11350,10700,10700,28210,33880.0,3166355.0
2003-05-14,10700,11000,10600,10700,10680,33880.0,3166355.0
2003-05-15,10700,12300,10700,12300,152840,38946.0,3166355.0
2003-05-16,12600,12700,11500,11550,85150,36571.0,3166355.0
2003-05-19,11750,12700,11400,12200,101054,38630.0,3166355.0
2003-05-20,12000,12700,11750,12300,62480,38946.0,3166355.0
2003-05-21,12400,13200,12400,12800,81930,40529.0,3166355.0
2003-05-22,12800,12800,12150,12300,40390,38946.0,3166355.0
2003-05-23,12200,12400,11750,12250,40630,38788.0,3166355.0
2003-05-26,12050,12700,11700,12600,51380,39896.0,3166355.0
2003-05-27,12600,12750,12000,12100,18410,38313.0,3166355.0
2003-05-28,12250,13650,12250,13200,86300,41796.0,3166355.0
2003-05-29,12950,13200,12450,12800,32490,40529.0,3166355.0
2003-05-30,12800,13300,12500,13000,42340,41163.0,3166355.0
2003-06-02,13000,13300,12800,13100,33650,41479.0,3166355.0
2003-06-03,13300,13300,12650,13100,24270,41479.0,3166355.0
2003-06-04,13100,13300,12750,12750,16490,40371.0,3166355.0
2003-06-05,13100,14000,12850,12850,89100,40688.0,3166355.0
2003-06-09,12750,13000,12550,12650,32702,40054.0,3166355.0
2003-06-10,12500,12850,12500,12650,18060,40054.0,3166355.0
2003-06-11,12600,13250,12600,12700,19150,40213.0,3166355.0
2003-06-12,12850,13150,12750,13050,18750,41321.0,3166355.0
2003-06-13,13300,13300,12600,12950,24400,41004.0,3166355.0
2003-06-16,12650,12950,12650,12800,12390,40529.0,3166355.0
2003-06-17,13200,13200,12750,12850,34360,40688.0,3166355.0
2003-06-18,12850,13300,12850,13200,43300,41796.0,3166355.0
2003-06-19,13200,14200,13200,13900,91890,44012.0,3166355.0
2003-06-20,13600,13700,13300,13650,24750,43221.0,3166355.0
2003-06-23,13800,13800,12900,13150,21670,41638.0,3166355.0
2003-06-24,12550,12900,12550,12800,15040,40529.0,3166355.0
2003-06-25,12650,13100,12650,13000,12400,41163.0,3166355.0
2003-06-26,13000,13100,12750,12800,8400,40529.0,3166355.0
2003-06-27,13100,13100,12650,12700,17040,40213.0,3166355.0
2003-06-30,12550,12800,12550,12650,6800,40054.0,3166355.0
2003-07-01,12950,12950,12650,12800,5910,40529.0,3166355.0
2003-07-02,12800,12900,12650,12800,15020,40529.0,3166355.0
2003-07-03,13000,13000,12750,12750,13000,40371.0,3166355.0
2003-07-04,12650,12850,12600,12850,7300,40688.0,3166355.0
2003-07-07,12750,13100,12750,12950,14432,41004.0,3166355.0
2003-07-08,13250,13250,12850,12950,14650,41004.0,3166355.0
2003-07-09,13000,13050,12700,12850,9580,40688.0,3166355.0
2003-07-10,12750,13200,12650,13200,22350,41796.0,3166355.0
2003-07-11,12950,12950,12800,12800,7250,40529.0,3166355.0
2003-07-14,12700,13000,12700,12800,12900,40529.0,3166355.0
2003-07-15,12850,12950,12650,12650,9140,40054.0,3166355.0
2003-07-16,12650,12650,12350,12350,9030,39104.0,3166355.0
2003-07-18,12100,12300,11800,11800,11215,37363.0,3166355.0
2003-07-21,11800,11950,11700,11700,9340,37046.0,3166355.0
2003-07-22,11500,11850,11500,11650,5870,36888.0,3166355.0
2003-07-23,11700,12250,11650,11900,12550,37680.0,3166355.0
2003-07-24,11750,12050,11750,11850,3880,37521.0,3166355.0
2003-07-25,12300,12300,11850,11850,3189,37521.0,3166355.0
2003-07-28,12250,12250,12000,12100,3940,38313.0,3166355.0
2003-07-29,12050,12050,11800,11850,7150,37521.0,3166355.0
2003-07-30,11750,11850,11650,11650,7431,36888.0,3166355.0
2003-07-31,11650,11900,11650,11900,2780,37680.0,3166355.0
2003-08-01,12000,12050,11850,11850,3180,37521.0,3166355.0
2003-08-04,11650,12100,11650,11900,3900,37680.0,3166355.0
2003-08-05,11900,11900,11650,11650,7950,36888.0,3166355.0
2003-08-06,11650,11700,11400,11600,3260,36730.0,3166355.0
2003-08-07,11650,11800,11500,11650,2610,36888.0,3166355.0
2003-08-08,11600,11650,11100,11650,13250,36888.0,3166355.0
2003-08-11,11400,11600,11200,11550,7030,36571.0,3166355.0
2003-08-12,11250,11600,11250,11550,2229,36571.0,3166355.0
2003-08-13,11550,11600,11300,11600,4960,36730.0,3166355.0
2003-08-14,11350,11600,11250,11450,3430,36255.0,3166355.0
2003-08-18,11500,11750,11500,11700,7130,37046.0,3166355.0
2003-08-19,11700,12100,11600,11800,19200,37363.0,3166355.0
2003-08-20,11900,12050,11800,11800,8649,37363.0,3166355.0
2003-08-21,11800,12100,11800,11900,10750,37680.0,3166355.0
2003-08-22,11750,12900,11750,12800,47940,40529.0,3166355.0
2003-08-25,12800,12800,12300,12600,14870,39896.0,3166355.0
2003-08-26,12500,12900,12350,12400,9621,39263.0,3166355.0
2003-08-27,12450,12500,12050,12400,15931,39263.0,3166355.0
2003-08-28,12500,12600,12050,12050,16780,38155.0,3166355.0
2003-08-29,12100,12400,11950,12050,8280,38155.0,3166355.0
2003-09-01,12000,12550,12000,12550,17900,39738.0,3166355.0
2003-09-02,12850,12850,12300,12450,21160,39421.0,3166355.0
2003-09-03,12450,12450,12300,12350,7491,39104.0,3166355.0
2003-09-04,12300,12300,12000,12000,6570,37996.0,3166355.0
2003-09-05,12050,12150,11950,12050,3820,38155.0,3166355.0
2003-09-08,11900,12200,11800,11900,3520,37680.0,3166355.0
2003-09-09,11900,11900,11600,11650,6290,36888.0,3166355.0
2003-09-15,11900,11900,11400,11800,1370,37363.0,3166355.0
2003-09-16,11600,11900,11600,11800,3140,37363.0,3166355.0
2003-09-17,11950,11950,11800,11800,2460,37363.0,3166355.0
2003-09-18,11700,11800,11200,11500,15760,36413.0,3166355.0
2003-09-19,11500,11900,11500,11600,8681,36730.0,3166355.0
2003-09-22,11600,11600,11100,11100,9230,35147.0,3166355.0
2003-09-23,11100,11350,11100,11350,4410,35938.0,3166355.0
2003-09-24,11400,11500,11050,11200,8010,35463.0,3166355.0
2003-09-25,11000,11000,10600,10900,9170,34513.0,3166355.0
2003-09-26,10900,10900,10500,10600,6700,33563.0,3166355.0
2003-09-29,10300,10550,10300,10400,3490,32930.0,3166355.0
2003-09-30,10350,10600,10350,10350,6840,32772.0,3166355.0
2003-10-01,10300,10300,10100,10200,7240,32297.0,3166355.0
2003-10-02,10400,10700,10400,10550,2960,33405.0,3166355.0
2003-10-06,10300,10850,10300,10500,3150,33247.0,3166355.0
2003-10-07,10450,10600,10350,10600,7210,33563.0,3166355.0
2003-10-08,10500,10700,10500,10500,2980,33247.0,3166355.0
2003-10-09,10600,11000,10500,10950,4420,34672.0,3166355.0
2003-10-10,10750,11250,10600,10900,4030,34513.0,3166355.0
2003-10-13,10900,11100,10800,11000,4530,34830.0,3166355.0
2003-10-14,10850,11250,10850,10950,2380,34672.0,3166355.0
2003-10-15,11250,11250,10900,10900,4760,34513.0,3166355.0
2003-10-16,10650,11250,10650,11250,9280,35621.0,3166355.0
2003-10-17,11250,11250,10800,10800,5240,34197.0,3166355.0
2003-10-20,10800,10800,10550,10600,23660,33563.0,3166355.0
2003-10-21,10600,10700,10500,10550,18760,33405.0,3166355.0
2003-10-22,10450,10650,10450,10500,9740,33247.0,3166355.0
2003-10-23,10500,10500,10200,10200,9590,32297.0,3166355.0
2003-10-24,10100,10300,10050,10100,3870,31980.0,3166355.0
2003-10-27,10200,10400,10150,10400,2520,32930.0,3166355.0
2003-10-28,10200,10400,10100,10250,6550,32455.0,3166355.0
2003-10-29,10450,11100,10400,10950,25430,34672.0,3166355.0
2003-10-30,11000,11000,10600,10850,5200,34355.0,3166355.0
2003-10-31,10950,11200,10800,10900,12120,34513.0,3166355.0
2003-11-03,11000,11000,10900,11000,4510,34830.0,3166355.0
2003-11-04,11100,12300,11100,12000,64600,37996.0,3166355.0
2003-11-05,12300,13800,12100,13800,160990,43696.0,3166355.0
2003-11-06,14600,15850,14200,15850,222000,50187.0,3166355.0
2003-11-07,17700,17900,14200,14500,401410,45912.0,3166355.0
2003-11-10,14850,16650,14550,16650,97389,52720.0,3166355.0
2003-11-11,18000,18500,15600,16200,349748,51295.0,3166355.0
2003-11-12,16200,17000,15000,16700,219172,52878.0,3166355.0
2003-11-13,16900,17200,16050,16250,80930,51453.0,3166355.0
2003-11-14,16000,16450,15000,15400,95148,48762.0,3166355.0
2003-11-17,15100,15300,13950,14250,101110,45121.0,3166355.0
2003-11-18,14800,15400,14500,15050,132795,47654.0,3166355.0
2003-11-19,14250,14500,13700,14000,76380,44329.0,3166355.0
2003-11-20,13950,15000,13700,14200,68780,44962.0,3166355.0
2003-11-21,13850,14700,13800,14550,47390,46070.0,3166355.0
2003-11-24,14850,16000,14500,14900,101660,47179.0,3166355.0
2003-11-25,15300,15500,14500,14800,52270,46862.0,3166355.0
2003-11-26,14800,15400,14500,14800,88219,46862.0,3166355.0
2003-11-27,15200,15800,14800,15400,104910,48762.0,3166355.0
2003-11-28,15450,16350,15000,15000,126740,47495.0,3166355.0
2003-12-01,15350,15350,14500,14700,83921,46545.0,3166355.0
2003-12-02,14850,15000,14200,14200,60693,44962.0,3166355.0
2003-12-03,14150,14600,14100,14200,48644,44962.0,3166355.0
2003-12-04,14500,14500,14000,14000,41030,44329.0,3166355.0
2003-12-05,14000,14400,13950,14000,38980,44329.0,3166355.0
2003-12-08,14100,14150,13500,13650,44550,43221.0,3166355.0
2003-12-09,13750,14200,13700,14100,51170,44646.0,3166355.0
2003-12-10,14200,14200,13800,14050,24530,44487.0,3166355.0
2003-12-11,14050,14350,13850,13950,23510,44171.0,3166355.0
2003-12-12,14100,14800,14100,14550,65590,46070.0,3166355.0
2003-12-15,15200,15650,15100,15500,86485,49079.0,3166355.0
2003-12-16,15000,15200,14700,14900,35480,47179.0,3166355.0
2003-12-17,15100,15300,14200,14500,52990,45912.0,3166355.0
2003-12-18,14200,14500,14050,14050,29380,44487.0,3166355.0
2003-12-19,14100,14350,13950,14000,26790,44329.0,3166355.0
2003-12-22,13900,14050,13850,13950,23150,44171.0,3166355.0
2003-12-23,14250,14250,13800,13800,14320,43696.0,3166355.0
2003-12-24,13850,13850,13550,13700,12710,43379.0,3166355.0
2003-12-26,13600,13600,13400,13600,12770,43062.0,3166355.0
2003-12-29,13600,13750,13400,13500,12820,42746.0,3166355.0
2003-12-30,13650,14200,13650,13850,17050,43854.0,3166355.0
2004-01-02,14050,14350,13800,14050,7580,44487.0,3166355.0
2004-01-05,14000,14300,13700,13950,10320,44171.0,3166355.0
2004-01-06,13950,13950,13600,13600,9980,43062.0,3166355.0
2004-01-07,13600,14200,13600,14200,22830,44962.0,3166355.0
2004-01-08,14400,14900,14400,14450,58360,45754.0,3166355.0
2004-01-09,14750,14750,14200,14400,25852,45596.0,3166355.0
2004-01-12,14400,14400,13800,13850,27140,43854.0,3166355.0
2004-01-13,13650,14050,13650,13900,12995,44012.0,3166355.0
2004-01-14,13850,14000,13700,13750,16340,43537.0,3166355.0
2004-01-15,13900,13900,13400,13500,16650,42746.0,3166355.0
2004-01-16,13600,13600,13400,13450,9340,42587.0,3166355.0
2004-01-19,13600,13750,13500,13600,8280,43062.0,3166355.0
2004-01-20,13500,13700,13500,13600,6110,43062.0,3166355.0
2004-01-26,13450,13450,13050,13100,15370,41479.0,3166355.0
2004-01-27,13100,13100,12500,12500,19410,39579.0,3166355.0
2004-01-28,12500,12900,12400,12650,14900,40054.0,3166355.0
2004-01-29,12400,12450,12100,12350,8330,39104.0,3166355.0
2004-01-30,12700,12700,12350,12400,4631,39263.0,3166355.0
2004-02-02,13300,14250,13100,14250,42621,45121.0,3166355.0
2004-02-03,14700,16200,13750,14950,299738,47337.0,3166355.0
2004-02-04,14950,15450,13850,13850,86320,43854.0,3166355.0
2004-02-05,13850,14200,13250,13400,44324,42429.0,3166355.0
2004-02-06,13300,14200,13300,13450,37049,42587.0,3166355.0
2004-02-09,13700,13700,13200,13250,38410,41954.0,3166355.0
2004-02-10,13150,13350,13000,13100,24650,41479.0,3166355.0
2004-02-11,13250,14100,12850,13650,66989,43221.0,3166355.0
2004-02-12,13650,13900,13350,13450,20580,42587.0,3166355.0
2004-02-13,13650,13650,13100,13650,20160,43221.0,3166355.0
2004-02-16,13550,13850,13400,13400,12739,42429.0,3166355.0
2004-02-17,13600,13600,13200,13400,15160,42429.0,3166355.0
2004-02-18,13500,13650,13200,13500,12280,42746.0,3166355.0
2004-02-19,13250,13550,13250,13250,8680,41954.0,3166355.0
2004-02-20,13400,14800,13350,14350,110480,45437.0,3166355.0
2004-02-23,14450,14600,13700,14200,35330,44962.0,3166355.0
2004-02-24,14100,14700,13800,13800,36400,43696.0,3166355.0
2004-02-25,13750,14200,13700,14100,19358,44646.0,3166355.0
2004-02-26,14350,14350,13900,14250,16819,45121.0,3166355.0
2004-02-27,14150,14300,13850,14050,32260,44487.0,3166355.0
2004-03-02,14200,16150,14050,16150,358027,51137.0,3166355.0
2004-03-03,16200,16350,14900,15200,245699,48129.0,3166355.0
2004-03-04,15450,15450,14500,15200,116120,48129.0,3166355.0
2004-03-05,15200,16000,14850,15300,142390,48445.0,3166355.0
2004-03-08,15350,16200,15050,15050,122140,47654.0,3166355.0
2004-03-09,14950,14950,14400,14450,55121,45754.0,3166355.0
2004-03-10,14400,14850,14300,14700,55389,46545.0,3166355.0
2004-03-11,14400,14800,14300,14800,34018,46862.0,3166355.0
2004-03-12,14800,14800,12700,13800,78358,43696.0,3166355.0
2004-03-15,13650,14000,13500,13700,16604,43379.0,3166355.0
2004-03-16,13600,13600,13100,13450,43170,42587.0,3166355.0
2004-03-17,13500,13850,13450,13650,34110,43221.0,3166355.0
2004-03-18,13800,14150,13750,13750,22310,43537.0,3166355.0
2004-03-19,13900,14000,13500,13600,27540,43062.0,3166355.0
2004-03-22,13600,13700,13400,13500,24840,42746.0,3166355.0
2004-03-23,13150,13700,13150,13550,18910,42904.0,3166355.0
2004-03-24,13500,13800,13450,13450,14320,42587.0,3166355.0
2004-03-25,13350,13600,13100,13150,14543,41638.0,3166355.0
2004-03-26,13400,13600,13350,13500,12310,42746.0,3166355.0
2004-03-29,13500,13700,13400,13650,11320,43221.0,3166355.0
2004-03-30,13800,13900,13500,13500,6060,42746.0,3166355.0
2004-03-31,13350,13600,13200,13350,25905,42271.0,3166355.0
2004-04-01,13300,13500,13250,13400,11030,42429.0,3166355.0
2004-04-02,13500,14200,13500,14000,41610,44329.0,3166355.0
2004-04-06,14450,14500,14100,14100,49472,44646.0,3166355.0
2004-04-07,14100,14400,13800,14200,13130,44962.0,3166355.0
2004-04-08,14200,15200,14200,14600,43235,46229.0,3166355.0
2004-04-09,14450,14500,13750,13900,20430,44012.0,3166355.0
2004-04-12,13950,14150,13850,13900,13650,44012.0,3166355.0
2004-04-13,14050,14200,13900,13900,7610,44012.0,3166355.0
2004-04-14,13800,14100,13750,13900,8676,44012.0,3166355.0
2004-04-16,13900,14150,13800,13800,10120,43696.0,3166355.0
2004-04-19,13700,14050,13700,13800,7570,43696.0,3166355.0
2004-04-20,13800,14250,13800,14200,21950,44962.0,3166355.0
2004-04-21,14050,14900,14050,14250,38362,45121.0,3166355.0
2004-04-22,14650,14650,13950,14000,18021,44329.0,3166355.0
2004-04-23,14150,14400,14050,14100,28950,44646.0,3166355.0
2004-04-26,14600,14700,14100,14250,38550,45121.0,3166355.0
2004-04-27,14300,14450,13950,14000,22610,44329.0,3166355.0
2004-04-28,14100,14150,13450,13500,33400,42746.0,3166355.0
2004-04-29,13550,13550,13000,13250,19830,41954.0,3166355.0
2004-04-30,13100,13400,12750,13400,8670,42429.0,3166355.0
2004-05-03,13050,13450,13000,13250,8770,41954.0,3166355.0
2004-05-04,13100,13500,13100,13350,9050,42271.0,3166355.0
2004-05-06,13500,13550,12800,12900,5090,40846.0,3166355.0
2004-05-07,12650,12750,12200,12650,6160,40054.0,3166355.0
2004-05-10,12300,12450,11750,11800,14910,37363.0,3166355.0
2004-05-11,11600,11800,11200,11550,11080,36571.0,3166355.0
2004-05-12,11350,12000,11350,11850,6470,37521.0,3166355.0
2004-05-13,11600,11800,11550,11550,7150,36571.0,3166355.0
2004-05-14,11800,11800,11100,11500,6620,36413.0,3166355.0
2004-05-17,11500,11500,10300,10300,14907,32613.0,3166355.0
2004-05-18,10000,10800,10000,10800,9270,34197.0,3166355.0
2004-05-19,10800,11600,10800,11400,12357,36096.0,3166355.0
2004-05-20,10950,11300,10800,11000,6390,34830.0,3166355.0
2004-05-21,11100,11350,11100,11300,6947,35780.0,3166355.0
2004-05-24,11600,11700,11300,11450,9440,36255.0,3166355.0
