세방(004360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-12-14,4763,4923,4641,4831,164230,63500.0,10000000.0
2004-12-15,4869,5097,4755,4982,397470,65500.0,10000000.0
2004-12-16,5059,5105,4938,5028,210873,66100.0,10000000.0
2004-12-17,5029,5364,4945,5203,505080,68400.0,10000000.0
2004-12-20,5189,5250,5098,5181,93261,68100.0,10000000.0
2004-12-21,5128,5181,5052,5089,104160,66900.0,10000000.0
2004-12-22,5029,5401,5021,5112,274310,67200.0,10000000.0
2004-12-23,5037,5174,4960,5021,225450,66000.0,10000000.0
2004-12-24,5021,5021,4458,4587,396750,60300.0,10000000.0
2004-12-27,4489,4542,4185,4450,350190,58500.0,10000000.0
2004-12-28,4451,4473,4169,4176,248050,54900.0,10000000.0
2004-12-29,4116,4413,4093,4412,334580,58000.0,10000000.0
2004-12-30,4412,4534,4283,4488,132940,59000.0,10000000.0
2005-01-03,4428,4519,4374,4488,55570,59000.0,10000000.0
2005-01-04,4413,4588,4397,4412,61170,58000.0,10000000.0
2005-01-05,4207,4375,4207,4351,115450,57200.0,10000000.0
2005-01-06,4283,4397,4230,4260,79670,56000.0,10000000.0
2005-01-07,4207,4260,4070,4184,99616,55000.0,10000000.0
2005-01-10,4146,4260,4146,4260,67760,56000.0,10000000.0
2005-01-11,4298,4450,4199,4427,117520,58200.0,10000000.0
2005-01-12,4375,4717,4207,4351,321320,57200.0,10000000.0
2005-01-13,4352,4413,4261,4344,66620,57100.0,10000000.0
2005-01-14,4261,4337,4230,4268,110360,56100.0,10000000.0
2005-01-17,4230,4283,4093,4108,216580,54000.0,10000000.0
2005-01-18,4108,4177,4070,4123,86903,54200.0,10000000.0
2005-01-19,4131,4375,4109,4329,241255,56900.0,10000000.0
2005-01-20,4268,4640,4268,4564,258380,60000.0,10000000.0
2005-01-21,4565,4937,4511,4922,375010,64700.0,10000000.0
2005-01-24,4945,4945,4679,4861,148000,63900.0,10000000.0
2005-01-25,4922,4922,4656,4792,58340,63000.0,10000000.0
2005-01-26,4717,4793,4603,4792,48930,63000.0,10000000.0
2005-01-27,4679,4861,4664,4792,56147,63000.0,10000000.0
2005-01-28,4831,4831,4687,4716,46160,62000.0,10000000.0
2005-01-31,4649,4740,4626,4716,55290,62000.0,10000000.0
2005-02-01,4846,4846,4702,4831,122602,63500.0,10000000.0
2005-02-02,4869,5022,4831,4945,97950,65000.0,10000000.0
2005-02-03,4945,5288,4945,5028,182661,66100.0,10000000.0
2005-02-04,4922,5113,4922,5082,85750,66800.0,10000000.0
2005-02-07,5128,5288,5082,5211,127463,68500.0,10000000.0
2005-02-11,5261,5728,5253,5661,122664,67900.0,10000000.0
2005-02-14,5595,5845,5587,5795,78310,69500.0,10000000.0
2005-02-15,5720,5870,5695,5836,75690,70000.0,10000000.0
2005-02-16,5762,5862,5712,5778,36210,69300.0,10000000.0
2005-02-17,5753,5753,5628,5745,65250,68900.0,10000000.0
2005-02-18,5737,5753,5520,5745,40862,68900.0,10000000.0
2005-02-21,5745,6504,5503,6503,224180,78000.0,10000000.0
2005-02-22,6487,6671,6295,6487,42970,77800.0,10000000.0
2005-02-23,6479,6487,6179,6420,25690,77000.0,10000000.0
2005-02-24,6412,6454,6220,6420,100168,77000.0,10000000.0
2005-02-25,6421,6821,6254,6503,104422,78000.0,10000000.0
2005-02-28,6671,6671,6429,6645,47382,79700.0,10000000.0
2005-03-02,6837,6837,6529,6587,45650,79000.0,10000000.0
2005-03-03,6521,6921,6295,6879,88430,82500.0,10000000.0
2005-03-04,6862,7571,6462,6587,410700,79000.0,10000000.0
2005-03-07,6721,6879,6504,6587,139000,79000.0,10000000.0
2005-03-08,6596,6604,6087,6387,117710,76600.0,10000000.0
2005-03-09,6095,6312,6087,6178,84310,74100.0,10000000.0
2005-03-10,6112,6212,6004,6045,65070,72500.0,10000000.0
2005-03-11,6012,6170,5795,5920,121385,71000.0,10000000.0
2005-03-14,5962,6245,5862,6170,126451,74000.0,10000000.0
2005-03-15,6254,6254,5670,5703,146149,68400.0,10000000.0
2005-03-16,5628,5812,5470,5728,41180,68700.0,10000000.0
2005-03-17,5712,5904,5587,5795,40720,69500.0,10000000.0
2005-03-18,5737,5904,5587,5711,49690,68500.0,10000000.0
2005-03-21,5712,5795,5537,5570,64890,66800.0,10000000.0
2005-03-22,5700,5700,5180,5500,100990,55000.0,10000000.0
2005-03-23,5500,5550,5260,5500,34580,55000.0,10000000.0
2005-03-24,5330,5800,5320,5500,26990,55000.0,10000000.0
2005-03-25,5340,5560,5340,5560,22101,55600.0,10000000.0
2005-03-28,5560,5560,5410,5550,23150,55500.0,10000000.0
2005-03-29,5550,5550,5310,5470,29750,54700.0,10000000.0
2005-03-30,5470,5470,5190,5260,45000,52600.0,10000000.0
2005-03-31,5200,5240,4480,5100,172156,71400.0,14000000.0
2005-04-01,5110,5110,4950,5000,29087,70000.0,14000000.0
2005-04-04,5000,5080,4820,5080,65492,71120.0,14000000.0
2005-04-06,5020,5080,4980,4980,23067,69720.0,14000000.0
2005-04-07,4945,5000,4870,4890,20144,68460.0,14000000.0
2005-04-08,4900,4995,4850,4860,31344,68040.0,14000000.0
2005-04-11,4870,4900,4770,4850,183458,67900.0,14000000.0
2005-04-12,4850,4850,4700,4750,26950,66500.0,14000000.0
2005-04-13,4700,4870,4600,4720,137318,79296.0,16800000.0
2005-04-14,4730,4750,4630,4720,74045,79296.0,16800000.0
2005-04-15,4655,4715,4590,4680,48000,78624.0,16800000.0
2005-04-18,4595,4700,4260,4680,66255,78624.0,16800000.0
2005-04-19,4700,4700,4530,4690,42090,78792.0,16800000.0
2005-04-20,4630,4990,4630,4990,110397,83832.0,16800000.0
2005-04-21,4880,5060,4850,5010,82080,84168.0,16800000.0
2005-04-22,5130,5250,5010,5100,106979,85680.0,16800000.0
2005-04-25,5020,5380,5020,5380,95600,90384.0,16800000.0
2005-04-26,5380,5450,5250,5340,73317,89712.0,16800000.0
2005-04-27,5340,5340,5170,5170,42730,86856.0,16800000.0
2005-04-28,5150,5400,5150,5200,69210,87360.0,16800000.0
2005-04-29,5200,5240,5120,5240,36090,88032.0,16800000.0
2005-05-02,5240,5400,5150,5150,36348,86520.0,16800000.0
2005-05-03,5230,5230,5010,5100,37590,85680.0,16800000.0
2005-05-04,5020,5190,5010,5050,28210,84840.0,16800000.0
2005-05-06,5050,5070,5010,5070,19040,85176.0,16800000.0
2005-05-09,5100,5260,5010,5030,23390,84504.0,16800000.0
2005-05-10,5100,5100,4950,4995,14786,83916.0,16800000.0
2005-05-11,4990,4990,4725,4840,55220,81312.0,16800000.0
2005-05-12,4780,4900,4780,4835,14603,81228.0,16800000.0
2005-05-13,4840,4850,4740,4800,14140,80640.0,16800000.0
2005-05-16,4740,4870,4670,4700,17325,78960.0,16800000.0
2005-05-17,4900,4900,4700,4760,34266,79968.0,16800000.0
2005-05-18,4760,4760,4560,4640,23093,77952.0,16800000.0
2005-05-19,4645,4750,4640,4720,31145,79296.0,16800000.0
2005-05-20,4650,4830,4650,4765,14667,80052.0,16800000.0
2005-05-23,4765,5000,4765,4850,26925,81480.0,16800000.0
2005-05-24,4850,5010,4810,4965,27290,83412.0,16800000.0
2005-05-25,4980,4980,4830,4840,30712,81312.0,16800000.0
2005-05-26,4850,4980,4820,4840,15760,81312.0,16800000.0
2005-05-27,4800,4935,4800,4880,37180,81984.0,16800000.0
2005-05-30,4880,4925,4780,4890,41380,82152.0,16800000.0
2005-05-31,4890,5000,4870,4970,46165,83496.0,16800000.0
2005-06-01,5000,5520,4980,5430,337211,91224.0,16800000.0
2005-06-02,5450,5470,5330,5350,77407,89880.0,16800000.0
2005-06-03,5320,5680,5230,5680,97240,95424.0,16800000.0
2005-06-07,5600,5720,5460,5680,80690,95424.0,16800000.0
2005-06-08,5600,5930,5560,5750,113093,96600.0,16800000.0
2005-06-09,5740,5850,5690,5690,47505,95592.0,16800000.0
2005-06-10,5610,5900,5610,5830,66002,97944.0,16800000.0
2005-06-13,5900,5900,5700,5850,52860,98280.0,16800000.0
2005-06-14,5910,5910,5550,5700,29362,95760.0,16800000.0
2005-06-15,5610,5700,5470,5580,40241,93744.0,16800000.0
2005-06-16,5550,5650,5500,5500,28670,92400.0,16800000.0
2005-06-17,5500,5720,5500,5720,41990,96096.0,16800000.0
2005-06-20,5660,5660,5420,5540,44910,93072.0,16800000.0
2005-06-21,5590,5590,5400,5400,12255,90720.0,16800000.0
2005-06-22,5420,5710,5350,5690,91520,95592.0,16800000.0
2005-06-23,5710,6240,5700,6070,231383,101976.0,16800000.0
2005-06-24,6070,6180,6000,6020,89555,101136.0,16800000.0
2005-06-27,6020,6300,5870,6300,88940,105840.0,16800000.0
2005-06-28,6300,6730,6300,6300,348002,105840.0,16800000.0
2005-06-29,6310,6500,6100,6500,73440,109200.0,16800000.0
2005-06-30,6380,7470,6380,7460,531650,125328.0,16800000.0
2005-07-01,7390,7580,7100,7300,121800,122640.0,16800000.0
2005-07-04,7300,7890,7100,7670,309030,128856.0,16800000.0
2005-07-05,7680,7850,7550,7650,133740,128520.0,16800000.0
2005-07-06,7680,7730,7180,7540,77560,126672.0,16800000.0
2005-07-07,7420,7440,7100,7130,206200,119784.0,16800000.0
2005-07-08,7200,7260,6840,7000,97790,117600.0,16800000.0
2005-07-11,7350,7350,6920,7030,40222,118104.0,16800000.0
2005-07-12,7100,7100,6650,6920,34040,116256.0,16800000.0
2005-07-13,7140,7270,6920,7080,81880,118944.0,16800000.0
2005-07-14,7210,7250,7020,7080,105130,118944.0,16800000.0
2005-07-15,7050,7200,7020,7110,136480,119448.0,16800000.0
2005-07-18,7490,7870,7450,7720,952816,129696.0,16800000.0
2005-07-19,7710,8140,7670,8100,523323,136080.0,16800000.0
2005-07-20,8150,8230,7720,7990,230450,134232.0,16800000.0
2005-07-21,8000,8070,7760,7890,194760,132552.0,16800000.0
2005-07-22,7710,8000,7700,7830,31650,131544.0,16800000.0
2005-07-25,7800,7900,7700,7780,75455,130704.0,16800000.0
2005-07-26,7800,8290,7690,8150,381150,136920.0,16800000.0
2005-07-27,8150,8150,7870,8150,85030,136920.0,16800000.0
2005-07-28,8100,8140,7880,7880,197598,132384.0,16800000.0
2005-07-29,7800,8000,7600,7940,76120,133392.0,16800000.0
2005-08-01,7750,7970,7530,7580,122060,127344.0,16800000.0
2005-08-02,7450,7500,7110,7400,201203,124320.0,16800000.0
2005-08-03,7650,8400,7500,7980,593685,134064.0,16800000.0
2005-08-04,7970,8100,7590,7710,143001,129528.0,16800000.0
2005-08-05,7550,7690,7300,7370,78590,123816.0,16800000.0
2005-08-08,7150,7490,7150,7180,48250,120624.0,16800000.0
2005-08-09,7050,7470,7050,7300,52926,122640.0,16800000.0
2005-08-10,7270,7550,7270,7330,25146,123144.0,16800000.0
2005-08-11,7400,7540,7270,7440,26816,124992.0,16800000.0
2005-08-12,7400,7570,7300,7520,33490,126336.0,16800000.0
2005-08-16,7520,7690,7460,7460,45799,125328.0,16800000.0
2005-08-17,7360,7900,7330,7780,126620,130704.0,16800000.0
2005-08-18,7900,8500,7770,8460,278401,142128.0,16800000.0
2005-08-19,8460,8870,8210,8750,150160,147000.0,16800000.0
2005-08-22,8750,9350,8470,9200,117879,154560.0,16800000.0
2005-08-23,9380,9380,8900,9150,49460,153720.0,16800000.0
2005-08-24,9010,9200,8790,8970,31990,150696.0,16800000.0
2005-08-25,8770,9000,8770,8880,28581,149184.0,16800000.0
2005-08-26,8620,8900,8620,8870,63680,149016.0,16800000.0
2005-08-29,8630,8830,8450,8530,28290,143304.0,16800000.0
2005-08-30,8430,8790,8320,8600,69300,144480.0,16800000.0
2005-08-31,8400,8820,8400,8720,72758,146496.0,16800000.0
2005-09-01,8790,9070,8790,9000,103254,151200.0,16800000.0
2005-09-02,8900,9390,8900,9250,78468,155400.0,16800000.0
2005-09-05,9430,9430,9000,9100,60010,152880.0,16800000.0
2005-09-06,9170,9390,8910,9390,71060,157752.0,16800000.0
2005-09-07,9480,9800,9300,9400,101803,157920.0,16800000.0
2005-09-08,9550,9550,9300,9300,28840,156240.0,16800000.0
2005-09-09,9170,9400,9060,9250,46010,155400.0,16800000.0
2005-09-12,9310,9600,9150,9600,75960,161280.0,16800000.0
2005-09-13,9610,10150,9420,9700,75111,162960.0,16800000.0
2005-09-14,9870,9960,9600,9850,90901,165480.0,16800000.0
2005-09-15,9990,10700,9720,10250,84300,172200.0,16800000.0
2005-09-16,10450,10600,10000,10150,50550,170520.0,16800000.0
2005-09-20,10400,10450,10000,10050,35044,168840.0,16800000.0
2005-09-21,9900,10250,9850,10150,51600,170520.0,16800000.0
2005-09-22,10100,10200,9850,10200,56310,171360.0,16800000.0
2005-09-23,10300,10300,9850,10050,29020,168840.0,16800000.0
2005-09-26,9900,10850,9900,10850,148754,182280.0,16800000.0
2005-09-27,11050,11400,10800,11250,135724,189000.0,16800000.0
2005-09-28,11600,12700,11450,12400,560925,208320.0,16800000.0
2005-09-29,12200,12650,11750,12150,144660,204120.0,16800000.0
2005-09-30,12150,12150,11650,12150,72960,204120.0,16800000.0
2005-10-04,11850,12150,11550,11800,95195,198240.0,16800000.0
2005-10-05,11600,12250,11500,11950,111222,200760.0,16800000.0
2005-10-06,11500,12600,11500,12000,73096,201600.0,16800000.0
2005-10-07,11700,12500,11700,12500,141258,210000.0,16800000.0
2005-10-10,12700,13100,12450,12700,93430,213360.0,16800000.0
2005-10-11,12600,12600,12150,12450,57710,209160.0,16800000.0
2005-10-12,12400,12400,11900,12000,57910,201600.0,16800000.0
2005-10-13,11950,12150,11500,11650,42610,195720.0,16800000.0
2005-10-14,11800,12100,11150,12100,76376,203280.0,16800000.0
2005-10-17,11800,12000,11300,11950,36172,200760.0,16800000.0
2005-10-18,11850,12150,11450,11500,46675,193200.0,16800000.0
2005-10-19,11150,11350,10150,10950,76340,183960.0,16800000.0
2005-10-20,9900,11200,9900,11000,37540,184800.0,16800000.0
2005-10-21,10550,10800,10400,10700,76930,179760.0,16800000.0
2005-10-24,10700,11700,10650,11550,97040,194040.0,16800000.0
2005-10-25,11600,11850,11200,11450,17810,192360.0,16800000.0
2005-10-26,11300,11450,11000,11150,10007,187320.0,16800000.0
2005-10-27,11350,11350,10800,10800,20270,181440.0,16800000.0
2005-10-28,10350,10800,10150,10800,26460,181440.0,16800000.0
2005-10-31,11250,11250,10500,11000,34620,184800.0,16800000.0
2005-11-01,10900,11200,10850,11200,74060,188160.0,16800000.0
2005-11-02,11150,11350,11000,11350,17740,190680.0,16800000.0
2005-11-03,11200,11400,11100,11150,41673,187320.0,16800000.0
2005-11-04,11050,11300,10850,10850,24913,182280.0,16800000.0
2005-11-07,10850,11200,10750,10900,37540,183120.0,16800000.0
2005-11-08,10950,11400,10900,11200,40682,188160.0,16800000.0
2005-11-09,11100,11950,11000,11900,75650,199920.0,16800000.0
2005-11-10,12350,12350,11850,12100,40750,203280.0,16800000.0
2005-11-11,12100,12350,12000,12200,22470,204960.0,16800000.0
2005-11-14,12050,12300,11950,12300,38890,206640.0,16800000.0
2005-11-15,12500,12500,11400,11700,70470,196560.0,16800000.0
2005-11-16,11700,11950,11400,11400,42290,191520.0,16800000.0
2005-11-17,11600,11650,10900,11000,119000,184800.0,16800000.0
2005-11-18,11000,11100,10700,10750,80130,180600.0,16800000.0
2005-11-21,10850,11050,10150,10300,98425,173040.0,16800000.0
2005-11-22,10400,10500,9950,10500,110690,176400.0,16800000.0
2005-11-23,10500,11100,10200,11000,159521,184800.0,16800000.0
2005-11-24,11050,11050,10600,11000,86501,184800.0,16800000.0
2005-11-25,11000,11950,10950,11050,126240,185640.0,16800000.0
2005-11-28,11150,11250,10900,11050,56090,185640.0,16800000.0
2005-11-29,10950,11150,10500,10700,52523,179760.0,16800000.0
2005-11-30,10350,10700,10300,10350,128610,173880.0,16800000.0
2005-12-01,10600,10650,10300,10300,73820,173040.0,16800000.0
2005-12-02,10350,10600,10100,10550,186343,177240.0,16800000.0
2005-12-05,10450,10600,10350,10500,55090,176400.0,16800000.0
2005-12-06,10400,10600,10400,10500,64541,176400.0,16800000.0
2005-12-07,10450,10600,10200,10200,54640,171360.0,16800000.0
2005-12-08,10100,10350,9940,10000,73582,168000.0,16800000.0
2005-12-09,9910,10150,9910,10050,32800,168840.0,16800000.0
2005-12-12,10050,10100,9940,9950,42690,167160.0,16800000.0
2005-12-13,9930,10300,9710,10250,114810,172200.0,16800000.0
2005-12-14,10450,10450,10200,10300,60220,173040.0,16800000.0
2005-12-15,10300,10300,9860,9900,88213,166320.0,16800000.0
2005-12-16,9500,9940,9310,9500,83480,159600.0,16800000.0
2005-12-19,9420,9800,9350,9650,49216,162120.0,16800000.0
2005-12-20,9690,9790,9470,9470,48794,159096.0,16800000.0
2005-12-21,9420,9680,9390,9500,42240,159600.0,16800000.0
2005-12-22,9510,9700,8950,9250,59780,155400.0,16800000.0
2005-12-23,9150,9450,8920,9450,53410,158760.0,16800000.0
2005-12-26,9310,9850,9310,9810,100930,164808.0,16800000.0
2005-12-27,9800,9850,9510,9670,46200,162456.0,16800000.0
2005-12-28,9700,9720,9610,9610,20249,161448.0,16800000.0
2005-12-29,9610,9800,9450,9550,27304,160440.0,16800000.0
2006-01-02,9740,9740,9260,9450,39645,158760.0,16800000.0
2006-01-03,9410,9440,9130,9250,52528,155400.0,16800000.0
2006-01-04,9450,9450,9130,9190,75820,154392.0,16800000.0
2006-01-05,9180,9180,8900,9000,84533,151200.0,16800000.0
2006-01-06,8820,9000,8810,8850,81133,148680.0,16800000.0
2006-01-09,8850,9200,8680,9020,88872,151536.0,16800000.0
2006-01-10,9180,9180,8850,8950,68399,150360.0,16800000.0
2006-01-11,8850,8930,8610,8760,18420,147168.0,16800000.0
2006-01-12,8620,8840,8550,8720,80390,146496.0,16800000.0
2006-01-13,8640,9300,8460,9280,193926,155904.0,16800000.0
2006-01-16,9300,9350,8900,9190,101405,154392.0,16800000.0
2006-01-17,9100,9100,8850,8910,58320,149688.0,16800000.0
2006-01-18,8940,8940,8190,8550,93655,143640.0,16800000.0
2006-01-19,8330,8420,8130,8190,65585,137592.0,16800000.0
2006-01-20,8030,8240,7830,7840,81988,131712.0,16800000.0
2006-01-23,7620,7690,6900,7250,182770,121800.0,16800000.0
2006-01-24,7400,7500,7000,7250,57120,121800.0,16800000.0
2006-01-25,7250,7650,7250,7280,54688,122304.0,16800000.0
2006-01-26,7450,7760,7430,7740,44180,130032.0,16800000.0
2006-01-27,7900,8180,7850,8010,67340,134568.0,16800000.0
2006-01-31,8100,8160,8010,8130,24854,136584.0,16800000.0
2006-02-01,8010,8120,7800,7900,75980,132720.0,16800000.0
2006-02-02,7910,8190,7730,7830,15960,131544.0,16800000.0
2006-02-03,7700,7830,7610,7610,24310,127848.0,16800000.0
2006-02-06,7510,7600,7430,7600,14332,127680.0,16800000.0
2006-02-07,7430,8000,7430,7650,18370,128520.0,16800000.0
2006-02-08,7550,7780,7550,7750,12643,130200.0,16800000.0
2006-02-09,7790,7960,7700,7940,8559,133392.0,16800000.0
2006-02-10,8000,8270,7860,8000,18988,134400.0,16800000.0
2006-02-13,8020,8040,7900,8000,41868,134400.0,16800000.0
2006-02-14,8100,8100,8000,8060,11050,135408.0,16800000.0
2006-02-15,8190,8200,7850,7900,17224,132720.0,16800000.0
2006-02-16,7750,8000,7750,7830,4790,131544.0,16800000.0
2006-02-17,8000,8010,7650,7880,8500,132384.0,16800000.0
2006-02-20,7800,8000,7730,7900,16414,132720.0,16800000.0
2006-02-21,7810,8050,7810,7940,30254,133392.0,16800000.0
2006-02-22,8080,8170,7860,8160,48823,137088.0,16800000.0
2006-02-23,8170,8500,8100,8400,24740,141120.0,16800000.0
2006-02-24,8400,8670,8360,8640,26166,145152.0,16800000.0
2006-02-27,8880,8890,8210,8890,60920,149352.0,16800000.0
2006-02-28,8520,8840,8400,8600,68150,144480.0,16800000.0
2006-03-02,8520,8600,8340,8370,81244,140616.0,16800000.0
2006-03-03,8300,8490,8100,8490,19340,142632.0,16800000.0
2006-03-06,8450,8480,8320,8470,9920,142296.0,16800000.0
2006-03-07,8450,8460,8280,8460,18382,142128.0,16800000.0
2006-03-08,8280,8600,8280,8350,25220,140280.0,16800000.0
2006-03-09,8360,8450,8300,8300,3275,139440.0,16800000.0
2006-03-10,8300,8400,8260,8300,7524,139440.0,16800000.0
2006-03-13,8400,8450,8340,8420,6710,141456.0,16800000.0
2006-03-14,8420,8420,8050,8220,26500,138096.0,16800000.0
2006-03-15,8050,8190,7920,8000,22880,134400.0,16800000.0
2006-03-16,8000,8000,7760,7900,20463,132720.0,16800000.0
2006-03-17,7780,7840,7700,7780,28800,130704.0,16800000.0
2006-03-20,7780,7930,7670,7670,20320,128856.0,16800000.0
2006-03-21,7630,7860,7600,7630,16810,128184.0,16800000.0
2006-03-22,7560,7830,7470,7600,18636,127680.0,16800000.0
2006-03-23,7610,7900,7610,7900,18460,132720.0,16800000.0
2006-03-24,7900,7900,7500,7500,13440,126000.0,16800000.0
2006-03-27,7550,7900,7500,7600,24412,127680.0,16800000.0
2006-03-28,7700,7700,7500,7600,8930,127680.0,16800000.0
2006-03-29,7500,7630,7460,7540,6233,126672.0,16800000.0
2006-03-30,7540,7740,7470,7670,11340,128856.0,16800000.0
2006-03-31,7670,7900,7670,7880,9979,132384.0,16800000.0
2006-04-03,7750,7940,7700,7810,12440,131208.0,16800000.0
2006-04-04,7820,8000,7820,7980,26830,134064.0,16800000.0
2006-04-05,8170,8170,7980,8150,13004,136920.0,16800000.0
2006-04-06,8270,8300,8100,8280,25510,139104.0,16800000.0
2006-04-07,8370,8370,8200,8310,9892,139608.0,16800000.0
2006-04-10,8210,8220,8000,8210,14950,137928.0,16800000.0
2006-04-11,8200,8200,8050,8050,5154,135240.0,16800000.0
2006-04-12,8100,8100,7910,8020,1920,134736.0,16800000.0
2006-04-13,8320,8320,8060,8100,10851,136080.0,16800000.0
2006-04-14,8080,8100,7930,8070,58710,135576.0,16800000.0
2006-04-17,8080,8200,7960,7960,18280,133728.0,16800000.0
2006-04-18,7940,8130,7870,7930,17060,133224.0,16800000.0
2006-04-19,7990,7990,7750,7900,26859,132720.0,16800000.0
2006-04-20,7820,8050,7760,7900,20015,132720.0,16800000.0
2006-04-21,7900,7910,7750,7830,30155,131544.0,16800000.0
2006-04-24,7710,7710,7500,7650,57503,128520.0,16800000.0
2006-04-25,7680,7760,7510,7600,37604,127680.0,16800000.0
2006-04-26,7650,7650,7400,7550,47864,126840.0,16800000.0
2006-04-27,7550,7600,7440,7440,16840,124992.0,16800000.0
2006-04-28,7440,7440,7280,7310,10400,122808.0,16800000.0
2006-05-02,7480,7480,7240,7450,6063,125160.0,16800000.0
2006-05-03,7450,7580,7400,7520,20994,126336.0,16800000.0
2006-05-04,7420,7520,7300,7300,23920,122640.0,16800000.0
2006-05-08,7270,7400,7210,7360,24820,123648.0,16800000.0
2006-05-09,7300,7600,7280,7370,28462,123816.0,16800000.0
2006-05-10,7400,7450,7360,7360,27100,123648.0,16800000.0
2006-05-11,7250,7450,7210,7400,22940,124320.0,16800000.0
2006-05-12,7450,7620,7350,7450,35270,125160.0,16800000.0
2006-05-15,7460,7950,7430,7850,72500,131880.0,16800000.0
2006-05-16,7860,7970,7700,7740,68880,130032.0,16800000.0
2006-05-17,7740,7780,7570,7680,42410,129024.0,16800000.0
2006-05-18,7400,7540,7260,7350,35670,123480.0,16800000.0
2006-05-19,7480,7480,7150,7230,21710,121464.0,16800000.0
2006-05-22,7190,7190,7000,7100,19550,119280.0,16800000.0
2006-05-23,7080,7080,6850,6950,29296,116760.0,16800000.0
2006-05-24,6860,7010,6740,6910,30290,116088.0,16800000.0
2006-05-25,7060,7060,6740,6740,17780,113232.0,16800000.0
2006-05-26,6670,6810,6670,6770,13710,113736.0,16800000.0
2006-05-29,6870,6900,6690,6770,17650,113736.0,16800000.0
2006-05-30,6800,6800,6500,6720,19340,112896.0,16800000.0
2006-06-01,6720,6720,6340,6600,27695,110880.0,16800000.0
2006-06-02,6620,6620,6450,6600,32094,110880.0,16800000.0
2006-06-05,6470,6500,6300,6300,19450,105840.0,16800000.0
2006-06-07,6300,6300,5770,6000,64642,100800.0,16800000.0
2006-06-08,5710,5990,5660,5780,123060,97104.0,16800000.0
2006-06-09,5780,5780,5500,5600,122577,94080.0,16800000.0
2006-06-12,5780,5780,5540,5630,9070,94584.0,16800000.0
2006-06-13,5600,5610,5410,5590,18936,93912.0,16800000.0
2006-06-14,5450,5740,5450,5720,5630,96096.0,16800000.0
2006-06-15,5730,5920,5550,5610,10480,94248.0,16800000.0
2006-06-16,5660,5930,5660,5900,24360,99120.0,16800000.0
2006-06-19,5990,5990,5620,5850,8475,98280.0,16800000.0
2006-06-20,5670,5800,5640,5730,2535,96264.0,16800000.0
2006-06-21,5950,5950,5600,5680,10740,95424.0,16800000.0
2006-06-22,5700,5800,5550,5630,32570,94584.0,16800000.0
2006-06-23,5600,5600,5490,5570,5580,93576.0,16800000.0
2006-06-26,5480,5610,5380,5590,11100,93912.0,16800000.0
2006-06-27,5570,5600,5480,5590,11860,93912.0,16800000.0
2006-06-28,5580,5630,5500,5630,8940,94584.0,16800000.0
2006-06-29,5630,5900,5630,5850,15000,98280.0,16800000.0
2006-06-30,6090,6320,5900,6320,34250,106176.0,16800000.0
2006-07-03,6320,6470,6150,6280,16904,105504.0,16800000.0
2006-07-04,6300,6300,6040,6200,22973,104160.0,16800000.0
2006-07-05,6100,6170,5800,5960,43535,100128.0,16800000.0
2006-07-06,5870,5970,5700,5790,10866,97272.0,16800000.0
2006-07-07,5950,5980,5790,5910,11650,99288.0,16800000.0
2006-07-10,5730,6000,5730,6000,13235,100800.0,16800000.0
2006-07-11,5910,6000,5650,5730,35704,96264.0,16800000.0
2006-07-12,5830,5830,5610,5690,24896,95592.0,16800000.0
2006-07-13,5670,5670,5570,5630,7650,94584.0,16800000.0
2006-07-14,5500,5700,5450,5700,11496,95760.0,16800000.0
2006-07-18,5540,5600,5300,5550,21410,93240.0,16800000.0
2006-07-19,5550,5550,5370,5500,9440,92400.0,16800000.0
2006-07-20,5500,5540,5440,5490,31610,92232.0,16800000.0
2006-07-21,5490,5500,5390,5390,12090,90552.0,16800000.0
2006-07-24,5390,5400,5290,5290,20487,88872.0,16800000.0
2006-07-25,5490,5490,5280,5350,221330,89880.0,16800000.0
2006-07-26,5380,5380,5270,5360,52306,90048.0,16800000.0
2006-07-27,5260,5500,5260,5490,114220,92232.0,16800000.0
2006-07-28,5490,5490,5350,5420,22630,91056.0,16800000.0
2006-07-31,5500,5660,5430,5540,55375,93072.0,16800000.0
2006-08-01,5440,5560,5440,5540,13660,93072.0,16800000.0
2006-08-02,5540,5640,5500,5630,5740,94584.0,16800000.0
2006-08-03,5800,5800,5470,5580,18160,93744.0,16800000.0
2006-08-04,5580,5640,5480,5600,23280,94080.0,16800000.0
2006-08-07,5500,5660,5470,5590,6690,93912.0,16800000.0
2006-08-08,5590,5860,5550,5810,46300,97608.0,16800000.0
2006-08-09,5780,5800,5630,5720,59970,96096.0,16800000.0
2006-08-10,5740,5740,5580,5650,91750,94920.0,16800000.0
2006-08-11,5590,5700,5400,5450,56555,91560.0,16800000.0
2006-08-14,5400,5450,5360,5430,22560,91224.0,16800000.0
2006-08-16,5430,5550,5430,5510,66596,92568.0,16800000.0
2006-08-17,5530,5610,5400,5480,73915,92064.0,16800000.0
2006-08-18,5480,5480,5390,5430,55080,91224.0,16800000.0
2006-08-21,5430,5450,5360,5390,15650,90552.0,16800000.0
2006-08-22,5400,5450,5360,5400,49740,90720.0,16800000.0
2006-08-23,5400,5530,5300,5500,280052,92400.0,16800000.0
2006-08-24,5550,6050,5550,5850,605131,98280.0,16800000.0
