GS리테일(007070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-08-16,31150,31600,30950,31000,140950,2387000.0,77000000.0
2013-08-19,31050,31800,31000,31650,78852,2437050.0,77000000.0
2013-08-20,31150,31800,30850,31550,136382,2429350.0,77000000.0
2013-08-21,31400,31400,30050,30550,187169,2352350.0,77000000.0
2013-08-22,30100,30850,29650,30450,139890,2344650.0,77000000.0
2013-08-23,30200,30950,30200,30600,80685,2356200.0,77000000.0
2013-08-26,30500,31650,30100,31050,117582,2390850.0,77000000.0
2013-08-27,30900,31550,30550,30550,105006,2352350.0,77000000.0
2013-08-28,30200,31150,29900,30200,120904,2325400.0,77000000.0
2013-08-29,30500,31800,30400,30800,148863,2371600.0,77000000.0
2013-08-30,30950,31200,30550,31050,122479,2390850.0,77000000.0
2013-09-02,31050,31050,30600,30900,106567,2379300.0,77000000.0
2013-09-03,31150,31150,30400,30550,105268,2352350.0,77000000.0
2013-09-04,30700,31000,30650,30950,63131,2383150.0,77000000.0
2013-09-05,30900,31050,30300,30300,118337,2333100.0,77000000.0
2013-09-06,30450,30450,29250,29400,190610,2263800.0,77000000.0
2013-09-09,29550,29900,29450,29700,190398,2286900.0,77000000.0
2013-09-10,29800,30150,29600,29900,229017,2302300.0,77000000.0
2013-09-11,30100,30750,29900,30500,243636,2348500.0,77000000.0
2013-09-12,30000,30850,29950,30150,168987,2321550.0,77000000.0
2013-09-13,30150,31150,30150,30900,202466,2379300.0,77000000.0
2013-09-16,31350,31750,31100,31500,271841,2425500.0,77000000.0
2013-09-17,31200,31650,30900,31650,136052,2437050.0,77000000.0
2013-09-23,31750,31800,30800,30950,107893,2383150.0,77000000.0
2013-09-24,30900,31300,30350,31300,194966,2410100.0,77000000.0
2013-09-25,31300,31400,30550,31050,291839,2390850.0,77000000.0
2013-09-26,31000,31850,30650,31850,288050,2452450.0,77000000.0
2013-09-27,31850,31900,31100,31550,76706,2429350.0,77000000.0
2013-09-30,31250,31400,30700,31400,84677,2417800.0,77000000.0
2013-10-01,31300,31300,30500,30600,83051,2356200.0,77000000.0
2013-10-02,30850,30850,30000,30450,122108,2344650.0,77000000.0
2013-10-04,30150,30800,30100,30550,72330,2352350.0,77000000.0
2013-10-07,30250,30700,30200,30400,50118,2340800.0,77000000.0
2013-10-08,30100,30400,29200,29450,276480,2267650.0,77000000.0
2013-10-10,29400,29850,29200,29550,125112,2275350.0,77000000.0
2013-10-11,29650,29900,29350,29350,138378,2259950.0,77000000.0
2013-10-14,29150,29250,28400,28500,170108,2194500.0,77000000.0
2013-10-15,28500,29000,28350,28500,145092,2194500.0,77000000.0
2013-10-16,28400,28850,27550,27700,213027,2132900.0,77000000.0
2013-10-17,27800,28050,27550,27900,183580,2148300.0,77000000.0
2013-10-18,27900,28000,27100,27500,216628,2117500.0,77000000.0
2013-10-21,27550,29050,27550,28900,252420,2225300.0,77000000.0
2013-10-22,29050,29600,28600,29150,212570,2244550.0,77000000.0
2013-10-23,29050,29400,28450,28800,252083,2217600.0,77000000.0
2013-10-24,28950,29100,28350,29000,164896,2233000.0,77000000.0
2013-10-25,28950,29050,28500,29000,112439,2233000.0,77000000.0
2013-10-28,29050,29050,28300,28400,133694,2186800.0,77000000.0
2013-10-29,28500,29050,28200,29050,136310,2236850.0,77000000.0
2013-10-30,29100,29300,28800,29200,89700,2248400.0,77000000.0
2013-10-31,29100,29700,28950,29300,138745,2256100.0,77000000.0
2013-11-01,29300,29400,28950,29000,123986,2233000.0,77000000.0
2013-11-04,29050,29150,28350,29100,84563,2240700.0,77000000.0
2013-11-05,28750,28850,28500,28550,56681,2198350.0,77000000.0
2013-11-06,28500,28900,28150,28850,101814,2221450.0,77000000.0
2013-11-07,28550,29000,28200,28200,85270,2171400.0,77000000.0
2013-11-08,28000,28450,27700,28150,238033,2167550.0,77000000.0
2013-11-11,28050,28500,27850,28000,109353,2156000.0,77000000.0
2013-11-12,28400,28400,27850,28100,162233,2163700.0,77000000.0
2013-11-13,28100,28450,28050,28150,44673,2167550.0,77000000.0
2013-11-14,27950,28400,27950,28150,121881,2167550.0,77000000.0
2013-11-15,28150,29000,28150,28900,59854,2225300.0,77000000.0
2013-11-18,29050,29050,28300,29000,104549,2233000.0,77000000.0
2013-11-19,28700,29200,28650,29050,152542,2236850.0,77000000.0
2013-11-20,28900,29700,28850,29400,110403,2263800.0,77000000.0
2013-11-21,29400,29400,28450,29000,129749,2233000.0,77000000.0
2013-11-22,29100,29750,28700,29650,115214,2283050.0,77000000.0
2013-11-25,29550,29750,28700,28700,134288,2209900.0,77000000.0
2013-11-26,28600,28900,28300,28650,100450,2206050.0,77000000.0
2013-11-27,28950,28950,28200,28600,85836,2202200.0,77000000.0
2013-11-28,28750,29250,28600,29150,88152,2244550.0,77000000.0
2013-11-29,29000,29100,27950,28300,277019,2179100.0,77000000.0
2013-12-02,28100,28400,27750,28400,177287,2186800.0,77000000.0
2013-12-03,28400,28400,27700,27700,187355,2132900.0,77000000.0
2013-12-04,27500,27700,27100,27500,194660,2117500.0,77000000.0
2013-12-05,27300,27650,27100,27300,117774,2102100.0,77000000.0
2013-12-06,27300,27650,27250,27600,104656,2125200.0,77000000.0
2013-12-09,27850,27950,27450,27850,79040,2144450.0,77000000.0
2013-12-10,27900,28300,27650,28100,105124,2163700.0,77000000.0
2013-12-11,28150,28200,27850,28050,88826,2159850.0,77000000.0
2013-12-12,27650,27750,27400,27400,152450,2109800.0,77000000.0
2013-12-13,27450,27550,27100,27250,55396,2098250.0,77000000.0
2013-12-16,27100,27400,26950,27150,73448,2090550.0,77000000.0
2013-12-17,27500,27550,26700,26950,116007,2075150.0,77000000.0
2013-12-18,26950,27200,26400,26800,101290,2063600.0,77000000.0
2013-12-19,27100,27100,26400,26450,95031,2036650.0,77000000.0
2013-12-20,26500,27500,26450,27450,119328,2113650.0,77000000.0
2013-12-23,27450,27500,27100,27400,84093,2109800.0,77000000.0
2013-12-24,27500,27900,27350,27700,109460,2132900.0,77000000.0
2013-12-26,28000,28000,27600,27900,53239,2148300.0,77000000.0
2013-12-27,27500,28200,27500,27900,124186,2148300.0,77000000.0
2013-12-30,28200,28200,27950,28000,47417,2156000.0,77000000.0
2014-01-02,27950,28000,26600,26600,207354,2048200.0,77000000.0
2014-01-03,26850,27200,26650,27200,233256,2094400.0,77000000.0
2014-01-06,27000,27200,26200,26800,346393,2063600.0,77000000.0
2014-01-07,26550,27200,26550,27200,142204,2094400.0,77000000.0
2014-01-08,27000,27000,26600,26700,239801,2055900.0,77000000.0
2014-01-09,26650,27050,26350,26500,257648,2040500.0,77000000.0
2014-01-10,26450,26650,26250,26300,222450,2025100.0,77000000.0
2014-01-13,26600,26800,26300,26700,149921,2055900.0,77000000.0
2014-01-14,26550,26750,26250,26350,362917,2028950.0,77000000.0
2014-01-15,26400,26700,26300,26600,170322,2048200.0,77000000.0
2014-01-16,26600,26900,26450,26600,226873,2048200.0,77000000.0
2014-01-17,26700,26750,26100,26200,130132,2017400.0,77000000.0
2014-01-20,26200,26500,26000,26250,120766,2021250.0,77000000.0
2014-01-21,26250,26250,25850,25950,230418,1998150.0,77000000.0
2014-01-22,26000,26650,25950,26650,253981,2052050.0,77000000.0
2014-01-23,26650,26700,26000,26000,274135,2002000.0,77000000.0
2014-01-24,26000,26200,25000,25400,400640,1955800.0,77000000.0
2014-01-27,24950,25300,24200,25300,378809,1948100.0,77000000.0
2014-01-28,25000,25250,24900,25050,156004,1928850.0,77000000.0
2014-01-29,25050,25500,25000,25350,129789,1951950.0,77000000.0
2014-02-03,25150,25450,24600,25050,209788,1928850.0,77000000.0
2014-02-04,24600,25200,24350,25150,247063,1936550.0,77000000.0
2014-02-05,25250,25250,23700,23950,450734,1844150.0,77000000.0
2014-02-06,23900,24250,22950,23600,610559,1817200.0,77000000.0
2014-02-07,24550,27050,24500,25600,2485794,1971200.0,77000000.0
2014-02-10,26100,26850,25900,26400,734739,2032800.0,77000000.0
2014-02-11,26500,26600,25950,26550,234960,2044350.0,77000000.0
2014-02-12,26600,26700,26100,26500,183291,2040500.0,77000000.0
2014-02-13,26500,26500,25900,26100,221863,2009700.0,77000000.0
2014-02-14,25800,26150,25550,25700,242913,1978900.0,77000000.0
2014-02-17,26200,26650,26100,26550,325523,2044350.0,77000000.0
2014-02-18,26550,26600,26000,26150,151797,2013550.0,77000000.0
2014-02-19,26000,26200,25550,26100,330042,2009700.0,77000000.0
2014-02-20,26250,26700,25750,26050,247066,2005850.0,77000000.0
2014-02-21,26000,26250,25700,25950,107499,1998150.0,77000000.0
2014-02-24,25950,26050,25200,25200,174414,1940400.0,77000000.0
2014-02-25,25550,25800,25250,25650,278816,1975050.0,77000000.0
2014-02-26,25500,25700,25050,25650,307250,1975050.0,77000000.0
2014-02-27,25400,25750,25300,25500,221603,1963500.0,77000000.0
2014-02-28,25700,27150,25550,27150,424865,2090550.0,77000000.0
2014-03-03,27050,27850,27000,27400,358178,2109800.0,77000000.0
2014-03-04,27250,28050,27150,27750,312629,2136750.0,77000000.0
2014-03-05,27700,27800,27200,27500,232713,2117500.0,77000000.0
2014-03-06,27500,27500,26450,27000,413067,2079000.0,77000000.0
2014-03-07,27000,27200,26550,26700,446748,2055900.0,77000000.0
2014-03-10,26900,27600,26800,27500,347858,2117500.0,77000000.0
2014-03-11,27500,28450,27200,28250,645630,2175250.0,77000000.0
2014-03-12,28300,28750,28000,28350,476407,2182950.0,77000000.0
2014-03-13,28300,28950,28050,28400,424262,2186800.0,77000000.0
2014-03-14,28400,28450,27850,28150,158218,2167550.0,77000000.0
2014-03-17,28050,28750,27600,28000,181085,2156000.0,77000000.0
2014-03-18,27950,28450,27800,28300,227537,2179100.0,77000000.0
2014-03-19,28300,28650,27300,27350,267562,2105950.0,77000000.0
2014-03-20,27250,27850,27250,27550,230931,2121350.0,77000000.0
2014-03-21,27600,27950,26850,27250,228916,2098250.0,77000000.0
2014-03-24,27000,27600,26700,26800,144171,2063600.0,77000000.0
2014-03-25,26950,26950,26450,26600,160122,2048200.0,77000000.0
2014-03-26,27000,27800,26800,27800,308538,2140600.0,77000000.0
2014-03-27,27850,28050,27200,27400,133049,2109800.0,77000000.0
2014-03-28,27400,27650,27300,27500,100342,2117500.0,77000000.0
2014-03-31,27300,27500,26300,26950,317864,2075150.0,77000000.0
2014-04-01,26600,27750,26600,27650,234503,2129050.0,77000000.0
2014-04-02,27500,27700,27150,27700,144368,2132900.0,77000000.0
2014-04-03,27500,28000,27200,27950,233515,2152150.0,77000000.0
2014-04-04,27700,27950,27300,27350,117608,2105950.0,77000000.0
2014-04-07,27150,27850,27150,27750,115482,2136750.0,77000000.0
2014-04-08,27450,27950,27300,27800,167592,2140600.0,77000000.0
2014-04-09,27800,28250,27450,27600,154420,2125200.0,77000000.0
2014-04-10,27650,27900,27350,27600,127272,2125200.0,77000000.0
2014-04-11,27300,27500,26950,27150,106436,2090550.0,77000000.0
2014-04-14,27050,27800,27050,27700,137128,2132900.0,77000000.0
2014-04-15,27600,28400,27550,28350,276794,2182950.0,77000000.0
2014-04-16,28200,28900,28050,28600,240166,2202200.0,77000000.0
2014-04-17,28600,28750,28100,28700,200265,2209900.0,77000000.0
2014-04-18,28750,28750,28300,28300,189871,2179100.0,77000000.0
2014-04-21,28100,28400,28050,28200,75063,2171400.0,77000000.0
2014-04-22,28050,28150,27700,27700,218984,2132900.0,77000000.0
2014-04-23,27800,28900,27700,28600,250915,2202200.0,77000000.0
2014-04-24,28650,29100,28000,28450,164477,2190650.0,77000000.0
2014-04-25,28600,29350,27700,27700,259498,2132900.0,77000000.0
2014-04-28,27450,27900,27450,27550,107205,2121350.0,77000000.0
2014-04-29,27500,27850,27450,27550,73030,2121350.0,77000000.0
2014-04-30,27600,28750,27600,28700,449352,2209900.0,77000000.0
2014-05-02,28800,29100,27850,28400,194901,2186800.0,77000000.0
2014-05-07,28100,28350,27300,27350,180912,2105950.0,77000000.0
2014-05-08,27550,27650,26600,27150,210375,2090550.0,77000000.0
2014-05-09,27050,27750,26950,27100,267946,2086700.0,77000000.0
2014-05-12,26000,26000,24000,24000,1515074,1848000.0,77000000.0
2014-05-13,24400,24450,23800,24200,805335,1863400.0,77000000.0
2014-05-14,24350,25050,24300,24950,577838,1921150.0,77000000.0
2014-05-15,24700,25350,24700,25200,327325,1940400.0,77000000.0
2014-05-16,25200,25250,24550,24700,408211,1901900.0,77000000.0
2014-05-19,24950,25000,24050,24200,238514,1863400.0,77000000.0
2014-05-20,24250,24500,23550,23850,334333,1836450.0,77000000.0
2014-05-21,23900,24450,23850,24300,329936,1871100.0,77000000.0
2014-05-22,24500,25000,24050,24200,423849,1863400.0,77000000.0
2014-05-23,24200,24400,24000,24200,185970,1863400.0,77000000.0
2014-05-26,24500,24600,24150,24150,311074,1859550.0,77000000.0
2014-05-27,24150,24200,23250,24050,272110,1851850.0,77000000.0
2014-05-28,24000,24300,23750,24300,380888,1871100.0,77000000.0
2014-05-29,24250,24250,23650,23650,212217,1821050.0,77000000.0
2014-05-30,23600,23600,22900,23000,382943,1771000.0,77000000.0
2014-06-02,23050,23550,23050,23550,194382,1813350.0,77000000.0
2014-06-03,23350,23750,23050,23750,315631,1828750.0,77000000.0
2014-06-05,23550,23700,22500,22750,386172,1751750.0,77000000.0
2014-06-09,22750,23350,22750,23200,188528,1786400.0,77000000.0
2014-06-10,23350,23650,23300,23450,208980,1805650.0,77000000.0
2014-06-11,23450,23750,23450,23550,144656,1813350.0,77000000.0
2014-06-12,23650,24100,23500,23700,442463,1824900.0,77000000.0
2014-06-13,23700,23950,23100,23200,198879,1786400.0,77000000.0
2014-06-16,23100,23400,22950,23150,189715,1782550.0,77000000.0
2014-06-17,23200,23500,23050,23300,78759,1794100.0,77000000.0
2014-06-18,23350,23550,22750,22800,176134,1755600.0,77000000.0
2014-06-19,22850,23150,22500,22900,109632,1763300.0,77000000.0
2014-06-20,22850,23050,22300,22400,178226,1724800.0,77000000.0
2014-06-23,22400,22650,21900,22650,184527,1744050.0,77000000.0
2014-06-24,22350,22650,22200,22650,254536,1744050.0,77000000.0
2014-06-25,22650,23550,22400,23450,283690,1805650.0,77000000.0
2014-06-26,23450,24200,23450,24150,262938,1859550.0,77000000.0
2014-06-27,23950,24750,23950,24650,335066,1898050.0,77000000.0
2014-06-30,24700,25000,24100,24750,232376,1905750.0,77000000.0
2014-07-01,24600,25150,24550,25000,209764,1925000.0,77000000.0
2014-07-02,25050,25200,24150,24450,293883,1882650.0,77000000.0
2014-07-03,24300,24550,24150,24200,116061,1863400.0,77000000.0
2014-07-04,24200,24400,24050,24200,57286,1863400.0,77000000.0
2014-07-07,24200,24400,24150,24200,66543,1863400.0,77000000.0
2014-07-08,23850,24500,23850,24300,113962,1871100.0,77000000.0
2014-07-09,24450,25150,24300,24650,290815,1898050.0,77000000.0
2014-07-10,24550,25250,24400,25100,310393,1932700.0,77000000.0
2014-07-11,25050,25300,24650,25100,147655,1932700.0,77000000.0
2014-07-14,25000,25200,24750,25100,121745,1932700.0,77000000.0
2014-07-15,25200,25500,24850,25200,318455,1940400.0,77000000.0
2014-07-16,25050,25100,23800,23850,394535,1836450.0,77000000.0
2014-07-17,23850,23900,22250,22300,1255830,1717100.0,77000000.0
2014-07-18,22050,22100,20300,20450,1854777,1574650.0,77000000.0
2014-07-21,20800,21100,20600,21000,1146712,1617000.0,77000000.0
2014-07-22,21000,21450,20750,21150,517187,1628550.0,77000000.0
2014-07-23,21350,21400,21050,21200,332185,1632400.0,77000000.0
2014-07-24,21300,21300,20900,21000,323265,1617000.0,77000000.0
2014-07-25,21100,21500,21100,21200,343826,1632400.0,77000000.0
2014-07-28,21300,21500,21150,21200,235092,1632400.0,77000000.0
2014-07-29,21250,21500,21250,21500,203409,1655500.0,77000000.0
2014-07-30,21550,21600,21200,21500,407824,1655500.0,77000000.0
2014-07-31,21300,22050,21250,22000,469266,1694000.0,77000000.0
2014-08-01,21900,22450,21500,22400,430372,1724800.0,77000000.0
2014-08-04,22400,22700,22300,22450,225236,1728650.0,77000000.0
2014-08-05,22300,22500,22100,22250,181319,1713250.0,77000000.0
2014-08-06,22300,22550,22250,22500,244216,1732500.0,77000000.0
2014-08-07,22750,23250,22650,22950,313504,1767150.0,77000000.0
2014-08-08,23050,23050,22600,22850,180287,1759450.0,77000000.0
2014-08-11,23000,23050,22500,22800,106891,1755600.0,77000000.0
2014-08-12,22800,23050,22650,22850,165766,1759450.0,77000000.0
2014-08-13,22900,23450,22850,23050,229312,1774850.0,77000000.0
2014-08-14,22850,22950,21850,22200,621830,1709400.0,77000000.0
2014-08-18,22050,22200,20750,20800,946620,1601600.0,77000000.0
2014-08-19,21050,21550,20750,21500,550365,1655500.0,77000000.0
2014-08-20,21500,21900,21300,21850,225819,1682450.0,77000000.0
2014-08-21,21800,22100,21550,22100,212578,1701700.0,77000000.0
2014-08-22,22000,22450,21650,22250,173595,1713250.0,77000000.0
2014-08-25,22150,22650,22100,22250,91495,1713250.0,77000000.0
2014-08-26,22400,22750,22100,22750,159694,1751750.0,77000000.0
2014-08-27,22750,23950,22700,23750,476935,1828750.0,77000000.0
2014-08-28,23750,24400,23250,23500,348940,1809500.0,77000000.0
2014-08-29,23550,24350,23550,24100,383824,1855700.0,77000000.0
2014-09-01,23800,24150,23600,23800,298651,1832600.0,77000000.0
2014-09-02,23550,24000,23450,23500,356253,1809500.0,77000000.0
2014-09-03,24700,25450,24300,25050,1075150,1928850.0,77000000.0
2014-09-04,25050,25250,24000,24100,271165,1855700.0,77000000.0
2014-09-05,24100,24700,23900,24100,148363,1855700.0,77000000.0
2014-09-11,25000,25200,24350,24550,365559,1890350.0,77000000.0
2014-09-12,24800,25100,24150,25000,214959,1925000.0,77000000.0
2014-09-15,25000,25050,24700,24700,137472,1901900.0,77000000.0
2014-09-16,24450,25100,24450,25050,126819,1928850.0,77000000.0
2014-09-17,25250,25300,24850,25150,164094,1936550.0,77000000.0
2014-09-18,24850,25150,24850,25000,65067,1925000.0,77000000.0
2014-09-19,25200,25200,24250,24350,129113,1874950.0,77000000.0
2014-09-22,24300,24800,24300,24750,160807,1905750.0,77000000.0
2014-09-23,24850,25050,24300,25000,132238,1925000.0,77000000.0
2014-09-24,25200,25200,24800,25050,186993,1928850.0,77000000.0
2014-09-25,25050,25550,24800,25450,206760,1959650.0,77000000.0
2014-09-26,25400,25700,24950,25550,169301,1967350.0,77000000.0
2014-09-29,25500,26600,25500,26200,311861,2017400.0,77000000.0
2014-09-30,26000,26650,25550,26050,400659,2005850.0,77000000.0
2014-10-01,25650,26600,25650,25950,287318,1998150.0,77000000.0
2014-10-02,26000,26450,25150,25750,265250,1982750.0,77000000.0
2014-10-06,25450,26050,25000,25250,260692,1944250.0,77000000.0
2014-10-07,25500,25850,24800,25400,268701,1955800.0,77000000.0
2014-10-08,25550,25650,25050,25650,207838,1975050.0,77000000.0
2014-10-10,25800,25800,24750,25200,173148,1940400.0,77000000.0
2014-10-13,25000,25400,24700,25250,117401,1944250.0,77000000.0
2014-10-14,25800,25800,24500,24900,158337,1917300.0,77000000.0
2014-10-15,24900,25000,24150,24650,104096,1898050.0,77000000.0
2014-10-16,24550,24550,23900,24150,151334,1859550.0,77000000.0
2014-10-17,24400,24750,23900,23900,129166,1840300.0,77000000.0
2014-10-20,23800,24300,23800,24050,176311,1851850.0,77000000.0
2014-10-21,24000,24750,23950,24100,178462,1855700.0,77000000.0
2014-10-22,24600,25750,24300,25750,378744,1982750.0,77000000.0
2014-10-23,25500,25800,25100,25200,151482,1940400.0,77000000.0
2014-10-24,25600,25600,24200,24200,92423,1863400.0,77000000.0
2014-10-27,24550,24800,24200,24500,125132,1886500.0,77000000.0
2014-10-28,24750,24750,23900,24300,122667,1871100.0,77000000.0
2014-10-29,24600,25550,24400,25350,374628,1951950.0,77000000.0
2014-10-30,25050,25750,24550,24800,148884,1909600.0,77000000.0
2014-10-31,24650,25250,24600,24900,243390,1917300.0,77000000.0
2014-11-03,24900,25900,24650,25450,181028,1959650.0,77000000.0
2014-11-04,25200,25750,25000,25600,161417,1971200.0,77000000.0
2014-11-05,25800,25800,24650,24650,131737,1898050.0,77000000.0
2014-11-06,24950,25050,24300,24750,124100,1905750.0,77000000.0
2014-11-07,24200,24600,23200,23300,254490,1794100.0,77000000.0
2014-11-10,23200,23950,23050,23250,195405,1790250.0,77000000.0
2014-11-11,23550,23600,23100,23200,131178,1786400.0,77000000.0
2014-11-12,23450,23850,23200,23800,148073,1832600.0,77000000.0
2014-11-13,23800,24150,23150,23500,158406,1809500.0,77000000.0
2014-11-14,23300,23650,22200,22750,285304,1751750.0,77000000.0
2014-11-17,22950,24000,22850,23900,201818,1840300.0,77000000.0
2014-11-18,23900,24050,23400,23500,133838,1809500.0,77000000.0
2014-11-19,23500,24150,23500,23900,252109,1840300.0,77000000.0
2014-11-20,23650,24600,23650,24300,83078,1871100.0,77000000.0
2014-11-21,24300,25000,24200,24650,129607,1898050.0,77000000.0
2014-11-24,24450,25150,24450,24850,147804,1913450.0,77000000.0
2014-11-25,24600,25100,24500,24850,133585,1913450.0,77000000.0
2014-11-26,25100,25150,23900,24000,200738,1848000.0,77000000.0
2014-11-27,23900,24300,23700,24050,59016,1851850.0,77000000.0
2014-11-28,23850,25400,23850,25300,149800,1948100.0,77000000.0
2014-12-01,25600,25800,25050,25550,233115,1967350.0,77000000.0
2014-12-02,25300,25850,25100,25150,201144,1936550.0,77000000.0
2014-12-03,25150,25700,24950,25350,175424,1951950.0,77000000.0
2014-12-04,25450,25500,25000,25300,148946,1948100.0,77000000.0
2014-12-05,25300,25550,24850,25200,373080,1940400.0,77000000.0
2014-12-08,25000,26100,25000,26050,142609,2005850.0,77000000.0
2014-12-09,25950,26150,25350,25400,70051,1955800.0,77000000.0
2014-12-10,25300,25750,24900,25100,101585,1932700.0,77000000.0
2014-12-11,25100,25300,24450,24450,163455,1882650.0,77000000.0
2014-12-12,24450,25950,24450,25700,157489,1978900.0,77000000.0
2014-12-15,25850,26400,25400,26250,166197,2021250.0,77000000.0
2014-12-16,26250,26500,26050,26500,204580,2040500.0,77000000.0
2014-12-17,26700,26750,25950,26050,254912,2005850.0,77000000.0
2014-12-18,26450,26450,25850,26000,108348,2002000.0,77000000.0
2014-12-19,26050,26400,25800,26100,120839,2009700.0,77000000.0
2014-12-22,25900,26100,25650,25850,85628,1990450.0,77000000.0
2014-12-23,25550,26500,25550,26000,72930,2002000.0,77000000.0
2014-12-24,26000,26300,25550,25600,57400,1971200.0,77000000.0
2014-12-26,25450,26450,25450,26200,116663,2017400.0,77000000.0
2014-12-29,26100,26100,24950,25300,76184,1948100.0,77000000.0
2014-12-30,25100,25800,25100,25650,99776,1975050.0,77000000.0
2015-01-02,25650,25650,24300,24650,476818,1898050.0,77000000.0
2015-01-05,24300,25000,24200,24750,229653,1905750.0,77000000.0
2015-01-06,24750,24800,24150,24750,219924,1905750.0,77000000.0
2015-01-07,24400,25000,24250,24750,213918,1905750.0,77000000.0
2015-01-08,24500,25250,24450,25250,193960,1944250.0,77000000.0
2015-01-09,25250,25250,24750,24750,145479,1905750.0,77000000.0
2015-01-12,24600,25100,24550,25000,144832,1925000.0,77000000.0
2015-01-13,25100,25550,24750,25400,258536,1955800.0,77000000.0
2015-01-14,25600,25800,25050,25700,231044,1978900.0,77000000.0
2015-01-15,25350,25750,25300,25750,113392,1982750.0,77000000.0
2015-01-16,25550,25750,25050,25400,113995,1955800.0,77000000.0
2015-01-19,25200,25500,25100,25300,80746,1948100.0,77000000.0
2015-01-20,25500,25750,25050,25300,172273,1948100.0,77000000.0
2015-01-21,25050,25500,25050,25150,84642,1936550.0,77000000.0
2015-01-22,25400,25700,25150,25650,80432,1975050.0,77000000.0
2015-01-23,25500,26400,25500,26200,105176,2017400.0,77000000.0
2015-01-26,26200,26650,25900,26450,110597,2036650.0,77000000.0
2015-01-27,26700,26700,25900,26000,109544,2002000.0,77000000.0
2015-01-28,26300,26700,25550,26600,158360,2048200.0,77000000.0
2015-01-29,26300,26600,25900,26250,109032,2021250.0,77000000.0
2015-01-30,25900,26200,25800,26100,172349,2009700.0,77000000.0
2015-02-02,25650,26150,25100,25700,126977,1978900.0,77000000.0
2015-02-03,25700,27950,25400,27800,310512,2140600.0,77000000.0
2015-02-04,27550,28250,27300,27750,297251,2136750.0,77000000.0
2015-02-05,27750,28150,27150,27250,110815,2098250.0,77000000.0
2015-02-06,27150,29450,27100,28700,315758,2209900.0,77000000.0
2015-02-09,28750,29100,28250,28800,162069,2217600.0,77000000.0
2015-02-10,28650,29450,28050,28450,382189,2190650.0,77000000.0
2015-02-11,28750,29550,28750,29350,250842,2259950.0,77000000.0
2015-02-12,29800,30150,29300,29800,206720,2294600.0,77000000.0
2015-02-13,29500,30100,29500,29650,261319,2283050.0,77000000.0
2015-02-16,29250,29800,29000,29650,118380,2283050.0,77000000.0
2015-02-17,29150,29800,25250,25250,4041485,1944250.0,77000000.0
2015-02-23,25400,25650,24700,25500,1736657,1963500.0,77000000.0
2015-02-24,25850,27400,25650,26950,2009362,2075150.0,77000000.0
2015-02-25,27150,28100,26350,27150,930925,2090550.0,77000000.0
2015-02-26,27200,28400,27150,27800,836317,2140600.0,77000000.0
2015-02-27,27700,28100,27300,28000,370592,2156000.0,77000000.0
2015-03-02,27500,28200,27200,27750,299884,2136750.0,77000000.0
2015-03-03,27350,28600,27350,27400,303048,2109800.0,77000000.0
2015-03-04,27100,27750,27100,27400,199322,2109800.0,77000000.0
2015-03-05,27050,28100,27050,28000,305974,2156000.0,77000000.0
2015-03-06,28100,29100,28100,29000,640770,2233000.0,77000000.0
2015-03-09,28800,29300,28450,28800,274206,2217600.0,77000000.0
2015-03-10,28300,29000,28300,28850,341046,2221450.0,77000000.0
2015-03-11,28500,29400,28400,29000,400544,2233000.0,77000000.0
2015-03-12,28800,29300,28750,29000,244520,2233000.0,77000000.0
2015-03-13,29450,30400,29000,30200,553167,2325400.0,77000000.0
2015-03-16,30200,31500,29900,31500,287331,2425500.0,77000000.0
2015-03-17,31650,31800,30150,31150,357313,2398550.0,77000000.0
2015-03-18,31150,31950,30600,31850,271586,2452450.0,77000000.0
2015-03-19,31850,32300,31100,32200,170592,2479400.0,77000000.0
2015-03-20,31700,33250,31700,33250,183053,2560250.0,77000000.0
2015-03-23,33350,33350,31600,31800,326239,2448600.0,77000000.0
2015-03-24,31450,32700,31400,31650,281812,2437050.0,77000000.0
2015-03-25,31350,32050,31000,31550,284778,2429350.0,77000000.0
2015-03-26,31750,31750,30850,31200,140745,2402400.0,77000000.0
2015-03-27,31200,32600,31200,32600,179714,2510200.0,77000000.0
2015-03-30,32550,33800,31750,33200,258079,2556400.0,77000000.0
2015-03-31,32900,33800,32550,33400,204737,2571800.0,77000000.0
2015-04-01,33150,33500,32600,33450,161393,2575650.0,77000000.0
2015-04-02,33200,33550,32000,32750,120264,2521750.0,77000000.0
2015-04-03,32800,33100,32000,32450,129096,2498650.0,77000000.0
2015-04-06,32450,32600,31700,32300,127548,2487100.0,77000000.0
2015-04-07,32050,33400,31950,33200,167817,2556400.0,77000000.0
2015-04-08,33200,34650,33200,34350,265423,2644950.0,77000000.0
2015-04-09,34500,36500,34500,35050,404334,2698850.0,77000000.0
2015-04-10,35900,35900,34200,34650,225175,2668050.0,77000000.0
2015-04-13,34300,35000,34100,34600,190119,2664200.0,77000000.0
2015-04-14,34150,34650,33600,33900,251242,2610300.0,77000000.0
2015-04-15,33600,35400,33600,34150,258180,2629550.0,77000000.0
2015-04-16,34200,35200,34150,34800,132011,2679600.0,77000000.0
2015-04-17,34600,36000,34050,35900,190410,2764300.0,77000000.0
2015-04-20,35800,35800,34550,34600,175220,2664200.0,77000000.0
