엘브이엠씨(900140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-03-28,24238,24591,24061,24150,203874,,
2013-03-29,24194,24238,23441,24150,200293,,
2013-04-01,24194,24238,23884,24106,108922,,
2013-04-02,24149,24503,23884,24460,200567,,
2013-04-03,24459,25741,24370,25610,353872,,
2013-04-04,25609,26494,25299,26494,276768,,
2013-04-05,26538,27378,25653,25831,354637,,
2013-04-08,25564,26184,25211,25477,190095,,
2013-04-09,25034,25830,24149,25344,377924,,
2013-04-10,25344,26538,25255,26538,346356,,
2013-04-11,26582,27112,26405,26716,186084,,
2013-04-12,27156,27156,26140,26361,157756,,
2013-04-15,26538,26626,25962,26494,109164,,
2013-04-16,26006,26494,26006,26361,104277,,
2013-04-17,26538,26538,25653,26052,218935,,
2013-04-18,25697,26095,25476,25699,126799,,
2013-04-19,25609,25785,25299,25300,182489,,
2013-04-22,25299,26670,25299,26538,360623,,
2013-04-23,26494,26538,25830,26052,137128,,
2013-04-24,26006,26405,25697,26273,139322,,
2013-04-25,26273,26538,25476,25743,263549,,
2013-04-26,25564,25564,24370,24990,342273,,
2013-04-29,24812,25255,24768,25211,165335,,
2013-04-30,25123,26538,25123,26538,329613,,
2013-05-02,26273,27732,26095,27423,391387,,
2013-05-03,27599,27599,26847,27246,164071,,
2013-05-06,27246,27423,26935,27246,90993,,
2013-05-07,26140,26891,26006,26627,288075,,
2013-05-08,26759,27068,26273,26538,115492,,
2013-05-09,26317,26626,26317,26582,65875,,
2013-05-10,26449,26891,26095,26538,98784,,
2013-05-13,26582,27201,26582,26893,106562,,
2013-05-14,27156,27378,26361,26804,138002,,
2013-05-15,26847,27246,26714,27158,92678,,
2013-05-16,27290,27688,26891,27688,153737,,
2013-05-20,28306,29280,28130,28175,330367,,
2013-05-21,28573,29103,28440,28750,143972,,
2013-05-22,28749,29191,28749,29104,126335,,
2013-05-23,29103,29103,28130,28706,236023,,
2013-05-24,28749,28926,27864,28087,108925,,
2013-05-27,27997,28749,27776,28175,74548,,
2013-05-28,27997,29059,27953,28882,126151,,
2013-05-29,29014,29235,28306,28396,87711,,
2013-05-30,28130,28396,26980,27600,261190,,
2013-05-31,26714,28351,25034,28352,602950,,
2013-06-03,28085,28306,27378,27600,114706,,
2013-06-04,27644,27997,27024,27246,124457,,
2013-06-05,27246,27688,26361,27379,141563,,
2013-06-07,26803,27423,26361,26671,128232,,
2013-06-10,26494,26935,26449,26804,56689,,
2013-06-11,26980,26980,25653,25964,183442,,
2013-06-12,25741,25830,23441,24814,566896,,
2013-06-13,23884,25123,23706,24593,210912,,
2013-06-14,24370,24768,23088,23531,247863,,
2013-06-17,22999,23441,21805,22249,612320,,
2013-06-18,22247,25211,22115,24593,486322,,
2013-06-19,24901,25785,24856,25521,342549,,
2013-06-20,24945,25653,24149,24946,160666,,
2013-06-21,24415,25211,23441,24946,202078,,
2013-06-24,24856,25564,24415,24858,115491,,
2013-06-25,23884,24238,22911,23841,309941,,
2013-06-26,24503,24591,23309,24504,146446,,
2013-06-27,24945,25388,24724,25211,107308,,
2013-06-28,25211,26095,25034,26052,112424,,
2013-07-01,26051,26670,25609,26273,132361,,
2013-07-02,26095,26317,25653,26185,108429,,
2013-07-03,26051,26273,25299,25388,58948,,
2013-07-04,25299,25785,25034,25654,44530,,
2013-07-05,25830,25962,25211,25743,67328,,
2013-07-08,25564,25653,24415,25079,159258,,
2013-07-09,24856,25918,24856,25654,81537,,
2013-07-10,25653,25874,25299,25610,69974,,
2013-07-11,25697,25741,25344,25610,153856,,
2013-07-12,25741,26449,25741,26406,199553,,
2013-07-15,26538,27024,26405,26981,192559,,
2013-07-16,26980,27378,26494,26937,86991,,
2013-07-17,27201,27290,26714,27158,73228,,
2013-07-18,27334,27334,27024,27246,43142,,
2013-07-19,27334,27953,27112,27158,136075,,
2013-07-22,26935,27423,26935,27423,43561,,
2013-07-23,27467,27467,26980,27202,46058,,
2013-07-24,27423,27953,27334,27866,154355,,
2013-07-25,27864,27864,27334,27467,36831,,
2013-07-26,27688,27688,27112,27335,33095,,
2013-07-29,27156,27820,27024,27556,64544,,
2013-07-30,27334,27688,27068,27600,74661,,
2013-07-31,27599,27599,27290,27600,58550,,
2013-08-01,27599,28306,27555,28308,196256,,
2013-08-02,28484,29855,28396,28750,330926,,
2013-08-05,28749,29634,28573,29546,131657,,
2013-08-06,29324,29944,29059,29635,101819,,
2013-08-07,29324,30076,29191,29900,162112,,
2013-08-08,29546,30076,29546,29811,126833,,
2013-08-09,29590,29634,28882,29193,155967,,
2013-08-12,29191,29456,28749,29060,88429,,
2013-08-13,29059,29546,28970,29546,62075,,
2013-08-14,29412,29678,29059,29193,76431,,
2013-08-16,28970,29590,28882,28927,60505,,
2013-08-19,28882,29368,27820,29193,220629,,
2013-08-20,29059,29103,27290,27379,268653,,
2013-08-21,27201,27201,24901,26185,619522,,
2013-08-22,25344,26626,25299,26538,367447,,
2013-08-23,26714,27290,26670,27070,119676,,
2013-08-26,27290,27378,26361,26538,157566,,
2013-08-27,26538,26714,26095,26096,109716,,
2013-08-28,25564,25697,24061,24858,552001,,
2013-08-29,25344,25741,24945,25699,189665,,
2013-08-30,25830,26714,25741,26716,222857,,
2013-09-02,26714,27068,26140,26849,100102,,
2013-09-03,26582,26714,26228,26317,91577,,
2013-09-04,26184,26626,25388,25477,185911,,
2013-09-05,25564,26273,25299,26273,95077,,
2013-09-06,26317,26317,25830,26140,94983,,
2013-09-09,26184,26449,25388,26185,133661,,
2013-09-10,26184,26273,25609,25743,88960,,
2013-09-11,25741,26361,25697,26140,166325,,
2013-09-12,25918,26095,25299,25566,132892,,
2013-09-13,25211,25388,24724,24725,187169,,
2013-09-16,24945,25432,24503,25256,150092,,
2013-09-17,24768,25344,24680,25344,117490,,
2013-09-23,25741,27246,25609,26937,264641,,
2013-09-24,26891,28484,26449,27777,202542,,
2013-09-25,28262,28306,27511,28308,183924,,
2013-09-26,28262,28882,27688,28882,211026,,
2013-09-27,28926,29191,28218,28440,232803,,
2013-09-30,28396,28794,28041,28794,171459,,
2013-10-01,28351,29191,28306,28573,131236,,
2013-10-02,29014,29412,28794,29060,186909,,
2013-10-04,29059,29855,28749,29723,294990,,
2013-10-07,30120,30430,28794,29502,264010,,
2013-10-08,29235,29723,29014,29723,107291,,
2013-10-10,29280,29634,29191,29193,130347,,
2013-10-11,29678,29678,28882,29325,121961,,
2013-10-14,28970,29590,28970,29104,67666,,
2013-10-15,28882,29368,28882,29325,78080,,
2013-10-16,29324,29634,29280,29281,78811,,
2013-10-17,29235,29546,29014,29104,72051,,
2013-10-18,29412,29412,27997,28087,111139,,
2013-10-21,28306,28749,27864,28617,90315,,
2013-10-22,28396,28794,28174,28617,61117,,
2013-10-23,28617,28705,28085,28661,63461,,
2013-10-24,28749,28749,28306,28661,49802,,
2013-10-25,28306,29103,27201,27379,166216,,
2013-10-28,27068,28396,27068,28043,130631,,
2013-10-29,28351,28484,27599,27777,94150,,
2013-10-30,27776,27909,27467,27777,95242,,
2013-10-31,27467,27599,27201,27467,59805,,
2013-11-01,27423,27423,26626,27290,192562,,
2013-11-04,27201,27201,25874,26937,259806,,
2013-11-05,26184,27688,26006,27423,309543,,
2013-11-06,27511,27511,26449,26494,97087,,
2013-11-07,26538,27156,25874,26538,413556,,
2013-11-08,26361,26538,25034,25654,572967,,
2013-11-11,25962,26317,25653,25699,129436,,
2013-11-12,25741,26405,25741,26406,183246,,
2013-11-13,26449,26935,26361,26804,199075,,
2013-11-14,26891,27201,26714,27114,155010,,
2013-11-15,28174,28174,26935,27379,196122,,
2013-11-18,27378,27423,26980,27423,62984,,
2013-11-19,27423,27467,26626,27025,116225,,
2013-11-20,26891,27068,26582,26627,118638,,
2013-11-21,26538,27024,25564,25743,163959,,
2013-11-22,25962,26449,25564,25920,167826,,
2013-11-25,25962,26184,25653,26052,278506,,
2013-11-26,26006,26006,24945,25388,475714,,
2013-11-27,25609,26006,25476,25743,527586,,
2013-11-28,25918,25918,25211,25743,121322,,
2013-11-29,26006,26317,25609,26185,114372,,
2013-12-02,26006,26317,25697,25920,49424,,
2013-12-03,25741,25874,25388,25388,87674,,
2013-12-04,25609,25609,24856,24858,98252,,
2013-12-05,24768,25609,24724,25521,181316,,
2013-12-06,25520,25830,24945,25211,159119,,
2013-12-09,25123,25830,25123,25743,213111,,
2013-12-10,25609,25609,24990,25344,93712,,
2013-12-11,25476,26095,25078,25079,178512,,
2013-12-12,24812,25034,23618,23973,396134,,
2013-12-13,23840,24724,23840,24549,181111,,
2013-12-16,24547,24591,23353,23973,183801,,
2013-12-17,24017,24017,22911,23000,231613,,
2013-12-18,22778,23176,21982,22514,393804,,
2013-12-19,22823,23441,22291,23310,321764,,
2013-12-20,23353,24238,22911,24238,132408,,
2013-12-23,24238,24591,23706,24549,150586,,
2013-12-24,24547,24635,24194,24549,136306,,
2013-12-26,24238,24591,24149,24415,82697,,
2013-12-27,24884,25305,24556,25025,49421,,
2013-12-30,24837,25493,24790,25353,115014,,
2014-01-02,25352,25633,24649,24978,68842,,
2014-01-03,24977,25024,23993,24228,212706,,
2014-01-06,23900,24228,23384,23385,118889,,
2014-01-07,22822,23431,21744,21932,503825,,
2014-01-08,22025,22681,21088,22588,788351,,
2014-01-09,22869,24462,22869,24322,470108,,
2014-01-10,24134,24321,23197,23572,194917,,
2014-01-13,23431,23946,22915,23572,186865,,
2014-01-14,23290,24134,23103,23853,129975,,
2014-01-15,23853,23899,22353,22682,299708,,
2014-01-16,22587,22728,21603,22635,360162,,
2014-01-17,22400,22962,22025,22025,133593,,
2014-01-20,21838,22400,21369,22213,192881,,
2014-01-21,22212,22822,21978,22541,144796,,
2014-01-22,22212,22869,22212,22775,105913,,
2014-01-23,23103,23243,22634,23103,220773,,
2014-01-24,22962,23384,22259,22400,284483,,
2014-01-27,21603,21603,19916,20245,588459,,
2014-01-28,19869,21228,19213,20854,506829,,
2014-01-29,21041,21369,20525,21041,310929,,
2014-02-03,20572,20853,19682,20245,511871,,
2014-02-04,19588,19963,18838,19354,499552,,
2014-02-05,19635,19869,19120,19120,328387,,
2014-02-06,19166,20900,19166,20526,453124,,
2014-02-07,20666,20900,19541,19589,316245,,
2014-02-10,19682,20619,19541,20432,232905,,
2014-02-11,20900,20994,20572,20854,289681,,
2014-02-12,20994,21041,20338,20620,225871,,
2014-02-13,20291,20853,20291,20854,127616,,
2014-02-14,20853,20853,20010,20245,195513,,
2014-02-17,20104,20385,19729,20104,101334,,
2014-02-18,20197,20713,19916,20713,117608,,
2014-02-19,20619,20713,20338,20620,147551,,
2014-02-20,20525,21275,20432,21229,340973,,
2014-02-21,21322,21322,20807,20901,227694,,
2014-02-24,20900,21181,20807,20995,226649,,
2014-02-25,21135,21650,20760,21557,254981,,
2014-02-26,21697,22259,21322,22166,260919,,
2014-02-27,22306,23618,22166,23431,567251,,
2014-02-28,23431,24181,23290,23900,459040,,
2014-03-03,24087,24602,23665,23853,245533,,
2014-03-04,23618,23853,23150,23619,251914,,
2014-03-05,23853,24274,23525,24041,224364,,
2014-03-06,24087,24087,23525,23994,210616,,
2014-03-07,23806,24602,23665,24556,244610,,
2014-03-10,24321,24696,24087,24603,140189,,
2014-03-11,24509,24837,24462,24697,176575,,
2014-03-12,24556,24649,23759,24462,243519,,
2014-03-13,24181,24556,24087,24462,131789,,
2014-03-14,24040,24790,23993,24462,200852,,
2014-03-17,24087,24087,23431,23713,261829,,
2014-03-18,23712,23759,23150,23244,208787,,
2014-03-19,23290,23525,22212,22447,412777,,
2014-03-20,22494,22775,21884,22260,257289,,
2014-03-21,22962,23478,22728,23197,338564,,
2014-03-24,23431,23431,22587,23056,227021,,
2014-03-25,23009,23009,22166,22213,184617,,
2014-03-26,22494,22587,21650,22588,167837,,
2014-03-27,22587,22962,22119,22822,170677,,
2014-03-28,22822,23197,22728,23103,107130,,
2014-03-31,23337,24321,22915,23197,458953,,
2014-04-01,23243,23478,22728,23478,298508,,
2014-04-02,23478,23806,23243,23759,138221,,
2014-04-03,23759,24556,23759,24369,414174,,
2014-04-04,24649,24696,24134,24650,184774,,
2014-04-07,24509,24556,23946,24275,189811,,
2014-04-08,23900,24228,23853,23994,110064,,
2014-04-09,24321,25352,24134,25306,374519,,
2014-04-10,25493,26149,25024,26149,310063,,
2014-04-11,25680,26290,25587,26243,207725,,
2014-04-14,26196,26383,25493,26149,290900,,
2014-04-15,26149,26336,25774,26056,126131,,
2014-04-16,25961,26008,25024,25212,265905,,
2014-04-17,25352,25680,24977,25072,193843,,
2014-04-18,24977,25305,24649,24884,222421,,
2014-04-21,25071,25165,24556,24650,116546,,
2014-04-22,24556,25165,24556,25165,168679,,
2014-04-23,24930,25212,24556,24744,209576,,
2014-04-24,24649,24930,24368,24462,197998,,
2014-04-25,24134,24368,23571,23713,268120,,
2014-04-28,23712,24040,23243,23853,218201,,
2014-04-29,23665,23993,23290,23431,129731,,
2014-04-30,23431,24087,23290,24041,145565,,
2014-05-02,24087,24743,24040,24556,202989,,
2014-05-07,24228,24509,23618,23619,159941,,
2014-05-08,23759,23946,23197,23431,86814,,
2014-05-09,23431,23900,23290,23525,121060,,
2014-05-12,23712,23900,23431,23900,138592,,
2014-05-13,23806,24743,23806,24744,205591,,
2014-05-14,24837,24884,24274,24322,162097,,
2014-05-15,24321,24321,23853,23947,106482,,
2014-05-16,23900,24040,23384,23806,182265,,
2014-05-19,23618,23759,22353,22728,419790,,
2014-05-20,22400,22681,21181,22025,463658,,
2014-05-21,21931,22540,21931,22260,119385,,
2014-05-22,22494,23243,22494,22963,302268,,
2014-05-23,23150,24462,23150,24041,301602,,
2014-05-26,24228,24321,23899,24181,133784,,
2014-05-27,24181,24462,23946,23994,97627,,
2014-05-28,24134,24321,23759,23759,103299,,
2014-05-29,23525,24134,23384,23666,101531,,
2014-05-30,23618,24274,23525,23666,99459,,
2014-06-02,23665,24134,23618,23666,119813,,
2014-06-03,23665,23712,22072,23244,394396,,
2014-06-05,23290,23337,22259,22260,218764,,
2014-06-09,22259,22540,22025,22072,157809,,
2014-06-10,22072,22915,21931,22916,139261,,
2014-06-11,22915,22915,21884,21885,333562,,
2014-06-12,21650,21697,20807,20995,428575,,
2014-06-13,20994,21369,20525,20526,315788,,
2014-06-16,20432,20432,19401,19589,518745,,
2014-06-17,19822,20385,19494,19964,402626,,
2014-06-18,19682,20010,19635,19870,217839,,
2014-06-19,19963,21228,19916,21182,374026,,
2014-06-20,20853,21322,20385,20760,418999,,
2014-06-23,20853,21275,20525,20854,348213,,
2014-06-24,20994,21088,20666,20713,146768,,
2014-06-25,20760,20900,20057,20432,141249,,
2014-06-26,20432,20853,19963,20573,187331,,
2014-06-27,20619,20900,20572,20620,137012,,
2014-06-30,20947,21697,20760,21510,266460,,
2014-07-01,21697,21931,21416,21697,202080,,
2014-07-02,21931,21931,21416,21697,168133,,
2014-07-03,21697,21884,21322,21604,173198,,
2014-07-04,21603,21838,20947,21088,154592,,
2014-07-07,21088,21650,21088,21229,161398,,
2014-07-08,21510,22447,21463,22213,299544,,
2014-07-09,22212,22447,21650,21979,161054,,
2014-07-10,21838,21978,21369,21604,160894,,
2014-07-11,21650,22072,21556,21838,100244,,
2014-07-14,21884,21978,21369,21416,134275,,
2014-07-15,21884,21884,21041,21041,133410,,
2014-07-16,21088,21228,20525,20573,217554,,
2014-07-17,20619,21088,20619,20901,82343,,
2014-07-18,20572,20760,20432,20620,117169,,
2014-07-21,20713,20994,20525,20526,111031,,
2014-07-22,20432,20947,20244,20760,138368,,
2014-07-23,20619,21228,20572,20807,191540,,
2014-07-24,20807,21041,20619,20760,91924,,
2014-07-25,20760,21041,20619,21041,125901,,
2014-07-28,21041,21181,20432,20432,102260,,
2014-07-29,20432,20947,20057,20385,209052,,
2014-07-30,20338,20853,20104,20338,210938,,
2014-07-31,20385,20479,20057,20245,141506,,
2014-08-01,19963,20432,19963,20292,67854,,
2014-08-04,20338,20807,20338,20807,100670,,
2014-08-05,20807,20853,20104,20479,123394,,
2014-08-06,20479,20713,19588,19635,253321,,
2014-08-07,19682,20010,19213,19682,142363,,
2014-08-08,19494,20010,19494,19682,112882,,
2014-08-11,19869,20619,19729,20526,202203,,
2014-08-12,20807,20807,19822,20292,137673,,
2014-08-13,20010,20338,19963,20151,113574,,
2014-08-14,20150,20807,20010,20620,185171,,
2014-08-18,20291,20525,19494,19776,272997,,
2014-08-19,19776,20104,19682,19823,133844,,
2014-08-20,19869,19869,19401,19448,94700,,
2014-08-21,19354,19494,16542,16964,1346858,,
2014-08-22,17714,17995,17432,17574,515277,,
2014-08-25,17760,18182,17760,17902,276436,,
2014-08-26,18182,18838,18182,18511,347062,,
2014-08-27,18510,18791,18135,18276,133347,,
2014-08-28,18276,18417,17948,18417,244877,,
2014-08-29,18417,18463,17526,17855,357026,,
2014-09-01,17386,17573,15183,15184,1222933,,
2014-09-02,14855,15277,13683,14527,2389440,,
2014-09-03,14668,15183,14621,14855,686348,,
2014-09-04,14902,16964,14668,16543,1598190,,
2014-09-05,16308,17151,16073,16871,729205,,
2014-09-11,16870,16870,15792,15840,512711,,
2014-09-12,15699,15980,14996,15184,395677,,
2014-09-15,15370,15980,15324,15652,261341,,
2014-09-16,15980,15980,15605,15699,217695,,
2014-09-17,15745,15839,15230,15371,179142,,
2014-09-18,15464,15699,15277,15277,153481,,
2014-09-19,15324,15464,14949,15324,213716,,
2014-09-22,15558,15886,15324,15746,187184,,
2014-09-23,15745,15980,15417,15465,138456,,
2014-09-24,15511,15839,15370,15652,196307,,
2014-09-25,15839,15886,15464,15465,236481,,
2014-09-26,15089,15277,14246,15230,283748,,
2014-09-29,15417,16261,15324,15933,459299,,
2014-09-30,16120,16495,15605,15746,503284,,
2014-10-01,15558,15699,14902,15184,345052,,
2014-10-02,15089,15417,14855,15137,252555,,
2014-10-06,15277,15558,14902,14949,220715,,
2014-10-07,14949,15511,14621,15465,261262,,
2014-10-08,15230,15370,14902,14996,227543,,
2014-10-10,14855,14996,14246,14387,343334,,
2014-10-13,14105,14386,13590,14153,306388,,
2014-10-14,13824,14433,13824,14153,185920,,
2014-10-15,14058,14714,14058,14574,245556,,
2014-10-16,14293,15324,14246,15090,270290,,
2014-10-17,15277,15699,15042,15418,247598,,
2014-10-20,15745,15792,15464,15558,201364,,
2014-10-21,15652,15886,15183,15886,249578,,
2014-10-22,15980,16589,15933,16402,369132,,
2014-10-23,16589,17620,16542,17620,500993,,
2014-10-24,17854,17995,17292,17714,311636,,
2014-10-27,17995,18042,17245,17339,228467,,
2014-10-28,17573,17573,16355,16449,517222,,
2014-10-29,16542,16589,15745,15933,440855,,
2014-10-30,15933,16027,14996,15090,462305,,
2014-10-31,15089,15558,15042,15371,292072,,
2014-11-03,15417,15558,15042,15371,172628,,
2014-11-04,15511,15745,14996,15043,206795,,
2014-11-05,15089,15089,14199,14481,280505,,
2014-11-06,14480,14574,13871,14293,225895,,
2014-11-07,14480,15699,14480,15699,341156,,
2014-11-10,15933,16401,15417,15933,289456,,
2014-11-11,15980,16073,15277,15512,246135,,
2014-11-12,15605,15652,15136,15324,205194,,
2014-11-13,15324,15370,14902,14996,131893,,
2014-11-14,15183,15417,14714,15371,165814,,
2014-11-17,15324,16448,15277,16449,424764,,
2014-11-18,16448,16683,16073,16308,356322,,
2014-11-19,16448,17198,16448,17105,533050,,
2014-11-20,17104,17339,16823,17292,206645,,
2014-11-21,17245,17245,16167,16355,450889,,
2014-11-24,16448,17058,16214,16683,242384,,
2014-11-25,16683,17011,16495,16777,139423,,
2014-11-26,16776,16870,16355,16402,127245,,
2014-11-27,16401,16542,15980,16121,130353,,
2014-11-28,16027,16589,16027,16449,102722,,
2014-12-01,16401,16542,15558,16496,197384,,
2014-12-02,16448,16964,16308,16777,149820,,
2014-12-03,16776,17620,16589,17433,410079,,
2014-12-04,17526,17620,16917,17199,255322,,
2014-12-05,17198,17245,16683,16964,307144,,
2014-12-08,17011,17198,16542,16589,244984,,
2014-12-09,16683,16917,16495,16730,183808,,
2014-12-10,16823,16870,16261,16261,146413,,
2014-12-11,15933,16589,15745,16496,136383,,
2014-12-12,16589,17479,16542,17292,401203,,
2014-12-15,17198,17245,16683,16917,206044,,
2014-12-16,16917,17198,16448,16683,192767,,
2014-12-17,16589,17760,16401,17761,482272,,
2014-12-18,17948,18557,17479,18042,579928,,
2014-12-19,18323,18417,17526,18417,307909,,
2014-12-22,18323,18745,17995,18558,243614,,
2014-12-23,18323,18510,17667,17714,274283,,
2014-12-24,17714,17995,17620,17948,110231,,
2014-12-26,17901,17995,17479,17902,155730,,
2014-12-29,17901,17901,17479,17902,123033,,
2014-12-30,17760,18463,17526,18370,170525,,
2015-01-02,18370,18417,17760,17761,189678,,
2015-01-05,17573,17901,17479,17620,183582,,
2015-01-06,17432,17667,16589,16589,318145,,
2015-01-07,16589,16730,16027,16215,387012,,
2015-01-08,16308,16448,15605,15933,440402,,
2015-01-09,15933,16214,15839,16074,167049,,
2015-01-12,15745,16073,15464,15558,245821,,
2015-01-13,15511,15886,15277,15605,267834,,
2015-01-14,15792,15839,15652,15793,86496,,
2015-01-15,15792,15792,15324,15699,150373,,
2015-01-16,15605,15605,14761,14762,327864,,
2015-01-19,14996,15464,14996,15465,189113,,
2015-01-20,15464,15699,15230,15371,117208,,
2015-01-21,15277,15511,14902,14996,208224,,
2015-01-22,14996,15277,14527,14668,186316,,
2015-01-23,14855,14855,14433,14668,176598,,
2015-01-26,14527,15230,14527,15184,165842,,
2015-01-27,15277,15886,15183,15558,318783,,
2015-01-28,15652,15886,15417,15605,181493,,
2015-01-29,15652,15839,15464,15699,170509,,
2015-01-30,15652,16027,15652,15933,195287,,
2015-02-02,15980,15980,14949,15043,316853,,
2015-02-03,15089,15230,14668,14949,233037,,
2015-02-04,15089,15417,15042,15371,148882,,
2015-02-05,15417,15464,15183,15418,84052,,
2015-02-06,15558,15558,15324,15465,125538,,
2015-02-09,15370,15464,14902,15043,141215,,
2015-02-10,15042,15511,14996,15465,111141,,
2015-02-11,15558,16261,15558,16261,390404,,
2015-02-12,16355,17058,16355,17058,617275,,
2015-02-13,17339,17386,16636,16964,449521,,
2015-02-16,17058,17058,16589,16917,228177,,
2015-02-17,16870,17479,16730,17245,235359,,
2015-02-23,17245,17807,16964,17761,431690,,
2015-02-24,17760,18229,17667,18042,693242,,
2015-02-25,17995,18276,17526,17714,429369,,
2015-02-26,17526,17901,17432,17527,236840,,
2015-02-27,17714,17760,17292,17480,327458,,
2015-03-02,17432,17432,16589,16777,405506,,
2015-03-03,16776,16823,16448,16589,473257,,
2015-03-04,16823,16964,16167,16261,553350,,
2015-03-05,16308,16542,15933,15933,461789,,
2015-03-06,16027,16120,15839,15933,352556,,
2015-03-09,15745,15886,15652,15746,200162,,
2015-03-10,15839,15933,15277,15512,265882,,
2015-03-11,15370,15417,14902,15090,465024,,
2015-03-12,15089,15464,14902,15230,304105,,
2015-03-13,15277,15558,14996,15558,325107,,
2015-03-16,15605,15605,15136,15184,224921,,
2015-03-17,15230,16214,15183,16027,607601,,
2015-03-18,16073,16261,15511,15746,351521,,
2015-03-19,15745,15792,15277,15558,408708,,
2015-03-20,15558,15699,15183,15699,336470,,
2015-03-23,15699,16120,15605,15933,438357,,
2015-03-24,16073,16636,15933,16449,568745,,
2015-03-25,16542,16683,15980,16168,410061,,
2015-03-26,16027,16401,15980,16215,271012,,
2015-03-27,16120,16167,15652,15699,320842,,
2015-03-30,15699,15980,15324,15886,234301,,
2015-03-31,15980,16308,15699,16027,444987,,
2015-04-01,17339,18417,16870,18417,3169114,,
2015-04-02,18651,19494,18323,19026,1773851,,
2015-04-03,18979,19307,18463,19307,750114,,
2015-04-06,19120,19166,18417,18558,707812,,
2015-04-07,18838,19166,18135,18558,802483,,
2015-04-08,18745,19401,18510,19354,772758,,
2015-04-09,19541,19916,19026,19167,631696,,
2015-04-10,19260,19448,18791,19448,443089,,
2015-04-13,19494,19494,18698,18792,427317,,
2015-04-14,18604,18791,17620,18089,812786,,
2015-04-15,18182,18651,17901,18558,300226,,
2015-04-16,18417,19307,18042,19261,553466,,
2015-04-17,19307,19354,18745,19214,453503,,
2015-04-20,18698,18932,18370,18511,502614,,
2015-04-21,19682,20150,19026,19167,1078597,,
2015-04-22,19401,19869,18370,19589,701852,,
2015-04-23,20057,20760,19541,20104,963308,,
2015-04-24,20338,20713,20057,20573,741729,,
2015-04-27,20572,20619,19916,20245,379731,,
2015-04-28,20057,20104,19448,19870,396073,,
2015-04-29,19635,19916,19073,19589,316126,,
2015-04-30,19307,19494,18651,18839,419975,,
2015-05-04,18698,19026,18182,18651,304575,,
2015-05-06,18370,18463,17620,18370,572681,,
2015-05-07,18089,18651,17995,18511,319104,,
2015-05-08,18323,19260,18323,18745,339207,,
2015-05-11,19073,19120,18557,18558,201801,,
2015-05-12,18604,18604,17995,18042,395487,,
2015-05-13,18182,18323,17760,18136,285873,,
2015-05-14,18089,18557,18089,18511,224191,,
2015-05-15,18323,18745,18089,18651,246723,,
2015-05-18,18698,18698,17995,18183,216945,,
2015-05-19,18323,18370,17948,18042,255764,,
2015-05-20,18089,18276,17807,18042,353259,,
2015-05-21,18089,18370,17667,17761,319293,,
2015-05-22,17714,18370,17386,18183,292161,,
2015-05-26,18370,18370,18042,18183,219571,,
2015-05-27,18042,19401,17854,19261,688812,,
2015-05-28,19541,19916,18745,19120,585028,,
2015-05-29,19120,20760,19026,20198,1324371,,
2015-06-01,20291,20947,19541,19917,1117258,,
2015-06-02,19822,20197,18838,19354,764824,,
2015-06-03,19213,19260,18745,18745,404952,,
2015-06-04,18838,19588,18791,19589,329935,,
2015-06-05,19401,20338,19354,20010,512100,,
2015-06-08,20104,20479,19916,20104,355813,,
2015-06-09,20150,20197,19354,20010,424111,,
2015-06-10,20197,20525,19916,19917,400698,,
2015-06-11,20150,21041,20010,20854,731867,,
2015-06-12,21041,21416,20385,20479,764697,,
2015-06-15,20104,20479,19354,20479,573184,,
2015-06-16,20525,20619,19541,19917,306631,,
2015-06-17,19635,19916,19448,19776,232579,,
2015-06-18,19682,20150,19682,19964,315573,,
2015-06-19,20150,20947,19963,20901,457039,,
2015-06-22,20994,21181,20432,20666,201233,,
2015-06-23,20853,21275,20525,21229,404191,,
2015-06-24,21228,21650,20713,21276,483746,,
2015-06-25,21088,21791,20807,21744,521436,,
2015-06-26,21556,21556,20666,21276,662997,,
2015-06-29,20525,21135,20525,20713,323327,,
2015-06-30,20572,21181,19916,20948,440248,,
2015-07-01,21041,21135,20760,20901,212816,,
2015-07-02,20900,21088,20572,20995,249800,,
2015-07-03,21088,21088,20619,20713,194625,,
2015-07-06,20572,20713,19869,20198,342415,,
2015-07-07,20385,20432,19213,19261,294431,,
2015-07-08,19307,20291,19260,19964,337628,,
2015-07-09,19588,19869,18885,19729,478951,,
2015-07-10,19682,21088,19588,20713,498701,,
2015-07-13,20760,21322,20479,20713,418405,,
2015-07-14,20900,21228,20853,21229,316136,,
2015-07-15,21275,21322,20853,21182,212434,,
2015-07-16,21181,21603,20900,21323,237639,,
2015-07-17,21416,21510,20760,20854,229527,,
2015-07-20,20760,21275,20338,21088,231687,,
2015-07-21,21088,21228,20900,20995,192232,,
2015-07-22,20994,21181,20338,20573,180101,,
2015-07-23,20760,20760,20104,20479,164379,,
2015-07-24,20432,20619,19869,20338,201192,,
2015-07-27,20338,20619,19916,20385,125109,,
2015-07-28,20338,20619,19588,20151,201291,,
2015-07-29,20104,20713,20104,20713,212105,,
2015-07-30,20760,20807,19729,20010,205118,,
2015-07-31,19776,20479,19682,20479,111633,,
2015-08-03,20479,20525,19401,20010,217758,,
2015-08-04,19869,20104,19307,19729,196579,,
2015-08-05,19401,19588,18745,18792,482036,,
